lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847938184795878480769,2020,L'Esperance-Gardner-Caamano,DAL,line,5on5,3,1092.0,12.0,0.57,0.48,0.5,9.04,0.91,0.5,1.97,0.3,4.66,3.66,0.88,0.94,0.9,6.0,6.0,3.0,15.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,6.0,12.0,1.0,2.0,6.0,14.0,0.0,2.0,9.0,2.0,1.0,0.18,0.28,0.45,0.0,0.0,0.0,15.35,12.0,12.31,0.0,0.11,0.45,0.45,0.56,0.57,0.56,8.6,0.68,0.48,2.37,0.34,4.47,3.66,0.68,0.71,0.71,7.0,5.0,4.0,16.0,1.0,0.0,0.0,2.0,0.0,3.0,6.0,6.0,11.0,0.0,0.0,9.0,3.0,1.0,2.0,10.0,1.0,1.0,0.36,0.1,0.22,0.0,0.0,1.0,16.81,12.0,12.54,1.0,0.1,0.0,0.0,0.78,0.81,0.81
847415084758078478233,2020,Mangiapane-Backlund-Nordstrom,CGY,line,5on5,11,2370.0,104.0,0.67,0.61,0.62,27.44,2.3,1.96,6.37,0.88,17.6,11.9,2.2,2.33,2.23,27.0,14.0,6.0,47.0,3.0,2.0,1.0,7.0,3.0,10.0,16.0,24.0,38.0,2.0,7.0,26.0,18.0,3.0,18.0,34.0,6.0,1.0,0.94,0.89,0.47,1.0,1.0,1.0,48.18,41.0,41.75,10.0,0.4,0.49,0.47,2.23,2.25,2.21,17.17,1.12,1.04,4.53,0.56,10.34,7.41,1.09,1.13,1.1,18.0,7.0,5.0,30.0,1.0,1.0,0.0,8.0,2.0,9.0,4.0,17.0,24.0,1.0,5.0,30.0,15.0,4.0,6.0,22.0,1.0,2.0,0.54,0.1,0.48,0.0,1.0,0.0,29.41,25.0,24.54,4.0,0.21,0.26,0.26,1.08,1.08,1.06
847729084779798479974,2020,Raffl-Patrick-Aube-Kubel,PHI,line,5on5,8,1280.0,82.0,0.71,0.61,0.63,10.76,0.76,0.67,2.59,0.34,6.27,4.37,0.75,0.73,0.72,13.0,2.0,5.0,20.0,1.0,1.0,0.0,4.0,0.0,2.0,7.0,12.0,14.0,1.0,2.0,10.0,11.0,2.0,4.0,11.0,4.0,0.0,0.3,0.46,0.0,1.0,0.0,0.0,19.59,15.0,14.73,4.0,0.13,0.12,0.12,0.77,0.74,0.74,6.84,0.31,0.4,1.59,0.2,3.48,3.02,0.31,0.31,0.31,9.0,0.0,4.0,13.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,9.0,9.0,1.0,2.0,8.0,14.0,0.0,1.0,7.0,2.0,0.0,0.13,0.18,0.0,0.0,0.0,0.0,13.38,9.0,9.2,0.0,0.08,0.0,0.0,0.39,0.39,0.39
84745848478567,2020,Del Zotto-Kukan,CBJ,pairing,5on5,25,14403.0,88.0,0.53,0.48,0.51,109.51,8.82,7.36,25.16,3.54,62.42,45.7,8.41,8.81,8.39,125.0,28.0,43.0,196.0,12.0,7.0,3.0,38.0,5.0,41.0,50.0,113.0,141.0,7.0,14.0,93.0,118.0,16.0,33.0,121.0,24.0,8.0,3.34,2.82,2.65,7.0,3.0,2.0,196.52,153.0,153.66,21.0,1.52,1.62,1.62,8.72,8.7,8.61,106.37,7.95,6.62,26.45,3.61,59.06,44.29,7.77,8.05,7.86,109.0,39.0,64.0,212.0,7.0,7.0,1.0,28.0,4.0,47.0,55.0,102.0,141.0,15.0,32.0,97.0,86.0,15.0,29.0,120.0,22.0,6.0,3.31,2.7,1.94,3.0,2.0,2.0,211.17,148.0,147.25,13.0,1.36,1.46,1.46,7.85,7.9,7.85
847188784764568477505,2020,Huberdeau-Wennberg-Hornqvist,FLA,line,5on5,40,18933.0,133.0,0.49,0.54,0.56,160.84,11.61,9.88,37.69,5.19,91.43,70.2,11.22,11.73,11.34,179.0,47.0,47.0,273.0,15.0,3.0,0.0,36.0,7.0,70.0,95.0,164.0,211.0,20.0,43.0,168.0,127.0,46.0,56.0,180.0,40.0,6.0,4.99,4.92,1.7,5.0,9.0,1.0,274.99,226.0,228.19,31.0,2.03,0.81,0.81,12.82,12.96,12.64,128.5,12.14,8.58,30.23,4.28,70.02,52.75,11.55,12.11,11.51,134.0,44.0,58.0,236.0,20.0,14.0,4.0,27.0,7.0,52.0,58.0,114.0,158.0,23.0,49.0,170.0,131.0,34.0,49.0,123.0,46.0,9.0,3.58,6.05,2.52,5.0,12.0,3.0,234.92,178.0,177.55,27.0,1.79,2.92,2.92,11.02,10.96,10.84
84723828480865,2020,Greene-Dobson,NYI,pairing,5on5,45,26554.0,131.0,0.5,0.5,0.51,211.1,15.68,14.64,52.48,7.23,121.91,85.06,15.3,15.67,15.28,213.0,84.0,101.0,398.0,17.0,16.0,4.0,52.0,10.0,80.0,122.0,196.0,280.0,13.0,26.0,203.0,212.0,35.0,60.0,242.0,39.0,16.0,6.62,4.65,4.42,9.0,3.0,5.0,405.5,297.0,300.38,36.0,2.99,2.96,2.96,15.73,15.72,15.52,207.72,16.0,13.56,49.0,6.65,114.57,87.22,15.5,16.05,15.53,219.0,68.0,106.0,393.0,11.0,11.0,2.0,64.0,6.0,84.0,111.0,208.0,276.0,19.0,40.0,201.0,220.0,34.0,60.0,224.0,52.0,11.0,6.04,6.43,3.53,6.0,3.0,2.0,389.13,287.0,285.62,28.0,2.79,3.1,3.1,15.7,15.67,15.52
847403784741618476872,2020,Van Riemsdyk-Laughton-Voracek,PHI,line,5on5,6,806.0,81.0,0.3,0.43,0.45,6.26,0.37,0.4,1.41,0.2,3.81,2.82,0.37,0.35,0.35,6.0,3.0,3.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,9.0,1.0,2.0,5.0,7.0,2.0,2.0,9.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,11.6,9.0,8.7,1.0,0.08,0.0,0.0,0.45,0.43,0.43,8.59,0.87,0.56,2.04,0.25,4.07,3.22,0.86,0.92,0.91,8.0,3.0,5.0,16.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,8.0,11.0,1.0,2.0,6.0,3.0,1.0,2.0,7.0,3.0,1.0,0.1,0.45,0.32,0.0,0.0,0.0,17.37,11.0,11.77,1.0,0.12,0.32,0.32,0.67,0.71,0.7
847929184793288480289,2020,Barron-Rooney-Gauthier,NYR,line,5on5,2,1022.0,4.0,0.32,0.45,0.38,4.13,0.33,0.26,0.97,0.14,2.5,1.81,0.33,0.31,0.31,5.0,1.0,4.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,6.0,1.0,2.0,6.0,15.0,2.0,1.0,4.0,2.0,0.0,0.14,0.19,0.0,0.0,0.0,0.0,9.29,6.0,5.64,1.0,0.05,0.0,0.0,0.38,0.36,0.36,7.39,0.7,0.5,1.71,0.22,3.95,2.92,0.7,0.75,0.75,6.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,0.0,0.0,7.0,11.0,1.0,4.0,6.0,3.0,1.0,0.12,0.33,0.24,1.0,1.0,1.0,13.02,10.0,10.61,0.0,0.1,0.0,0.0,0.81,0.86,0.86
847464184780468478873,2020,Heinen-Henrique-Terry,ANA,line,5on5,6,709.0,95.0,0.6,0.6,0.54,5.23,0.54,0.34,1.24,0.15,2.76,1.96,0.54,0.59,0.58,5.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,7.0,1.0,5.0,3.0,6.0,0.0,1.0,5.0,1.0,1.0,0.18,0.11,0.26,0.0,0.0,0.0,12.6,7.0,7.44,0.0,0.07,0.0,0.0,0.62,0.66,0.65,4.42,0.36,0.26,1.08,0.13,2.15,2.01,0.36,0.38,0.38,5.0,1.0,2.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,0.0,1.0,0.15,0.0,0.22,0.0,0.0,1.0,8.07,6.0,6.05,1.0,0.06,0.0,0.0,0.42,0.43,0.43
847571484757988479514,2020,Granlund-Pitlick-Jarnkrok,NSH,line,5on5,3,1542.0,7.0,0.64,0.56,0.6,15.23,0.89,0.86,3.62,0.48,8.59,6.56,0.86,0.91,0.89,16.0,5.0,2.0,23.0,1.0,1.0,0.0,3.0,0.0,6.0,10.0,15.0,20.0,2.0,4.0,14.0,11.0,1.0,6.0,19.0,1.0,1.0,0.53,0.1,0.26,0.0,1.0,0.0,23.64,21.0,22.02,1.0,0.18,0.26,0.26,0.81,0.85,0.84,9.66,0.49,0.55,2.34,0.31,5.74,4.57,0.49,0.49,0.49,9.0,5.0,4.0,18.0,0.0,0.0,0.0,2.0,1.0,6.0,5.0,9.0,14.0,3.0,8.0,13.0,7.0,0.0,5.0,12.0,2.0,0.0,0.25,0.24,0.0,0.0,0.0,0.0,18.04,14.0,13.92,3.0,0.11,0.0,0.0,0.6,0.6,0.6
84745638479998,2020,Anderson-Doughty,L.A,pairing,5on5,54,48800.0,81.0,0.47,0.5,0.49,358.09,26.4,23.4,85.68,11.51,201.29,149.71,25.76,26.57,25.93,365.0,133.0,171.0,669.0,25.0,24.0,5.0,90.0,15.0,163.0,181.0,340.0,473.0,40.0,85.0,385.0,281.0,59.0,100.0,404.0,73.0,21.0,11.81,8.99,5.6,7.0,11.0,7.0,661.17,498.0,495.21,78.0,4.81,5.29,5.02,26.19,26.26,25.94,363.93,29.46,24.08,86.01,11.57,205.82,153.06,28.36,29.94,28.8,355.0,155.0,150.0,660.0,27.0,33.0,5.0,82.0,13.0,143.0,212.0,328.0,483.0,42.0,92.0,401.0,346.0,63.0,61.0,393.0,87.0,30.0,11.15,10.51,7.79,11.0,9.0,7.0,675.68,510.0,520.54,42.0,4.97,5.84,5.78,28.64,29.1,28.58
847354484774018478474,2020,Crouse-Brassard-Hayden,ARI,line,5on5,4,938.0,23.0,0.34,0.33,0.35,4.79,0.28,0.32,1.02,0.13,3.05,2.19,0.28,0.28,0.28,4.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,6.0,1.0,2.0,5.0,16.0,2.0,3.0,7.0,0.0,0.0,0.28,0.0,0.0,1.0,0.0,0.0,8.03,7.0,7.03,2.0,0.06,0.0,0.0,0.34,0.35,0.35,9.07,0.55,0.5,2.16,0.3,5.01,4.47,0.55,0.55,0.55,9.0,4.0,3.0,16.0,0.0,0.0,0.0,3.0,0.0,4.0,6.0,9.0,13.0,0.0,0.0,8.0,8.0,3.0,3.0,11.0,2.0,0.0,0.27,0.28,0.0,0.0,0.0,0.0,16.16,13.0,13.16,1.0,0.1,0.0,0.0,0.65,0.65,0.65
84740138476856,2020,Cole-Dumba,MIN,pairing,5on5,24,954.0,156.0,0.5,0.39,0.43,9.86,1.28,0.71,2.38,0.3,4.92,3.41,1.14,1.29,1.15,11.0,2.0,1.0,14.0,1.0,3.0,0.0,1.0,0.0,2.0,6.0,10.0,12.0,1.0,2.0,2.0,4.0,1.0,8.0,7.0,4.0,2.0,0.29,0.43,0.56,0.0,1.0,0.0,14.46,13.0,13.61,2.0,0.15,0.69,0.69,0.74,0.76,0.75,12.71,1.31,0.87,2.88,0.36,6.7,4.89,1.3,1.28,1.27,14.0,3.0,5.0,22.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,14.0,17.0,1.0,2.0,0.0,4.0,6.0,4.0,11.0,4.0,2.0,0.32,0.51,0.47,0.0,0.0,0.0,21.7,17.0,16.78,3.0,0.18,0.0,0.0,1.49,1.46,1.45
847414184774068481523,2020,Janmark-Dach-Kane,CHI,line,5on5,4,688.0,30.0,0.54,0.57,0.5,4.24,0.2,0.22,1.04,0.13,2.48,1.92,0.2,0.19,0.19,6.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,6.0,0.0,0.0,3.0,6.0,1.0,3.0,5.0,1.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,7.28,6.0,5.46,2.0,0.04,0.0,0.0,0.25,0.23,0.23,3.7,0.17,0.27,0.92,0.15,2.61,1.87,0.17,0.19,0.19,5.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,0.0,0.0,9.0,4.0,0.0,3.0,6.0,0.0,0.0,0.17,0.0,0.0,1.0,0.0,0.0,6.75,6.0,6.71,3.0,0.06,0.0,0.0,0.23,0.25,0.25
847637484773208478075,2020,Blidh-Kuraly-Bjork,BOS,line,5on5,2,732.0,10.0,0.14,0.43,0.5,5.58,0.14,0.28,1.37,0.17,3.31,2.74,0.14,0.15,0.15,6.0,2.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,6.0,8.0,0.0,0.0,5.0,10.0,1.0,1.0,8.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,10.43,8.0,8.32,1.0,0.06,0.0,0.0,0.2,0.2,0.2,5.78,0.87,0.48,1.46,0.2,2.92,2.07,0.82,0.81,0.76,5.0,3.0,5.0,13.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,5.0,8.0,1.0,2.0,5.0,11.0,1.0,2.0,3.0,4.0,1.0,0.08,0.49,0.3,0.0,0.0,0.0,12.39,8.0,7.56,1.0,0.1,0.3,0.3,0.67,0.62,0.61
