playerId: 8470140, season: 2016, name: Kari Lehtonen, team: DAL, position: G, situation: other, games_played: 59, icetime: 3512.0, xGoals: 8.27, goals: 10.0, unblocked_shot_attempts: 106.0, xRebounds: 4.7, rebounds: 7.0, xFreeze: 11.14, freeze: 6.0, xOnGoal: 61.35, ongoal: 57.0, xPlayStopped: 1.23, playStopped: 4.0, xPlayContinuedInZone: 34.66, playContinuedInZone: 32.0, xPlayContinuedOutsideZone: 21.12, playContinuedOutsideZone: 24.0, flurryAdjustedxGoals: 7.74, lowDangerShots: 47.0, mediumDangerShots: 26.0, highDangerShots: 9.0, lowDangerxGoals: 1.57, mediumDangerxGoals: 3.16, highDangerxGoals: 3.54, lowDangerGoals: 2.0, mediumDangerGoals: 5.0, highDangerGoals: 3.0, blocked_shot_attempts: 24.0, penalityMinutes: 0.0, penalties: 0.0
playerId: 8470147, season: 2016, name: Curtis McElhinney, team: TOR, position: G, situation: all, games_played: 21, icetime: 68079.0, xGoals: 58.93, goals: 51.0, unblocked_shot_attempts: 1106.0, xRebounds: 40.81, rebounds: 50.0, xFreeze: 145.35, freeze: 115.0, xOnGoal: 625.05, ongoal: 616.0, xPlayStopped: 20.43, playStopped: 22.0, xPlayContinuedInZone: 341.96, playContinuedInZone: 261.0, xPlayContinuedOutsideZone: 248.78, playContinuedOutsideZone: 341.0, flurryAdjustedxGoals: 55.67, lowDangerShots: 627.0, mediumDangerShots: 166.0, highDangerShots: 63.0, lowDangerxGoals: 17.55, mediumDangerxGoals: 19.74, highDangerxGoals: 21.64, lowDangerGoals: 22.0, mediumDangerGoals: 16.0, highDangerGoals: 13.0, blocked_shot_attempts: 250.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8470147, season: 2016, name: Curtis McElhinney, team: TOR, position: G, situation: 5on5, games_played: 21, icetime: 56104.0, xGoals: 39.95, goals: 35.0, unblocked_shot_attempts: 864.0, xRebounds: 30.3, rebounds: 41.0, xFreeze: 118.79, freeze: 93.0, xOnGoal: 490.2, ongoal: 480.0, xPlayStopped: 16.62, playStopped: 18.0, xPlayContinuedInZone: 265.91, playContinuedInZone: 197.0, xPlayContinuedOutsideZone: 201.32, playContinuedOutsideZone: 275.0, flurryAdjustedxGoals: 38.65, lowDangerShots: 509.0, mediumDangerShots: 125.0, highDangerShots: 38.0, lowDangerxGoals: 14.45, mediumDangerxGoals: 15.02, highDangerxGoals: 10.48, lowDangerGoals: 18.0, mediumDangerGoals: 12.0, highDangerGoals: 5.0, blocked_shot_attempts: 192.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8470147, season: 2016, name: Curtis McElhinney, team: TOR, position: G, situation: 4on5, games_played: 21, icetime: 4460.0, xGoals: 10.21, goals: 12.0, unblocked_shot_attempts: 165.0, xRebounds: 7.9, rebounds: 5.0, xFreeze: 18.66, freeze: 16.0, xOnGoal: 89.91, ongoal: 90.0, xPlayStopped: 0.22, playStopped: 0.0, xPlayContinuedInZone: 55.82, playContinuedInZone: 49.0, xPlayContinuedOutsideZone: 28.42, playContinuedOutsideZone: 36.0, flurryAdjustedxGoals: 9.82, lowDangerShots: 90.0, mediumDangerShots: 22.0, highDangerShots: 12.0, lowDangerxGoals: 2.24, mediumDangerxGoals: 2.35, highDangerxGoals: 5.62, lowDangerGoals: 3.0, mediumDangerGoals: 3.0, highDangerGoals: 6.0, blocked_shot_attempts: 41.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8470147, season: 2016, name: Curtis McElhinney, team: TOR, position: G, situation: 5on4, games_played: 21, icetime: 5102.0, xGoals: 1.16, goals: 1.0, unblocked_shot_attempts: 14.0, xRebounds: 0.44, rebounds: 1.0, xFreeze: 1.04, freeze: 0.0, xOnGoal: 8.06, ongoal: 8.0, xPlayStopped: 2.56, playStopped: 2.0, xPlayContinuedInZone: 2.23, playContinuedInZone: 1.0, xPlayContinuedOutsideZone: 5.91, playContinuedOutsideZone: 8.0, flurryAdjustedxGoals: 1.13, lowDangerShots: 4.0, mediumDangerShots: 5.0, highDangerShots: 2.0, lowDangerxGoals: 0.04, mediumDangerxGoals: 0.56, highDangerxGoals: 0.56, lowDangerGoals: 0.0, mediumDangerGoals: 1.0, highDangerGoals: 0.0, blocked_shot_attempts: 3.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8475789, season: 2016, name: Jack Campbell, team: L.A, position: G, situation: other, games_played: 1, icetime: 0.0, xGoals: 0.0, goals: 0.0, unblocked_shot_attempts: 0.0, xRebounds: 0.0, rebounds: 0.0, xFreeze: 0.0, freeze: 0.0, xOnGoal: 0.0, ongoal: 0.0, xPlayStopped: 0.0, playStopped: 0.0, xPlayContinuedInZone: 0.0, playContinuedInZone: 0.0, xPlayContinuedOutsideZone: 0.0, playContinuedOutsideZone: 0.0, flurryAdjustedxGoals: 0.0, lowDangerShots: 0.0, mediumDangerShots: 0.0, highDangerShots: 0.0, lowDangerxGoals: 0.0, mediumDangerxGoals: 0.0, highDangerxGoals: 0.0, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 0.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8475789, season: 2016, name: Jack Campbell, team: L.A, position: G, situation: all, games_played: 1, icetime: 1200.0, xGoals: 1.48, goals: 0.0, unblocked_shot_attempts: 10.0, xRebounds: 0.39, rebounds: 0.0, xFreeze: 1.78, freeze: 2.0, xOnGoal: 7.57, ongoal: 5.0, xPlayStopped: 0.43, playStopped: 2.0, xPlayContinuedInZone: 3.54, playContinuedInZone: 3.0, xPlayContinuedOutsideZone: 2.6, playContinuedOutsideZone: 5.0, flurryAdjustedxGoals: 1.4, lowDangerShots: 6.0, mediumDangerShots: 0.0, highDangerShots: 4.0, lowDangerxGoals: 0.18, mediumDangerxGoals: 0.0, highDangerxGoals: 1.3, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 0.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8475789, season: 2016, name: Jack Campbell, team: L.A, position: G, situation: 5on5, games_played: 1, icetime: 960.0, xGoals: 0.18, goals: 0.0, unblocked_shot_attempts: 6.0, xRebounds: 0.22, rebounds: 0.0, xFreeze: 1.3, freeze: 2.0, xOnGoal: 4.42, ongoal: 4.0, xPlayStopped: 0.34, playStopped: 2.0, xPlayContinuedInZone: 2.3, playContinuedInZone: 2.0, xPlayContinuedOutsideZone: 1.86, playContinuedOutsideZone: 2.0, flurryAdjustedxGoals: 0.18, lowDangerShots: 6.0, mediumDangerShots: 0.0, highDangerShots: 0.0, lowDangerxGoals: 0.18, mediumDangerxGoals: 0.0, highDangerxGoals: 0.0, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 0.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8475789, season: 2016, name: Jack Campbell, team: L.A, position: G, situation: 4on5, games_played: 1, icetime: 120.0, xGoals: 1.3, goals: 0.0, unblocked_shot_attempts: 4.0, xRebounds: 0.17, rebounds: 0.0, xFreeze: 0.48, freeze: 0.0, xOnGoal: 3.15, ongoal: 1.0, xPlayStopped: 0.0, playStopped: 0.0, xPlayContinuedInZone: 1.24, playContinuedInZone: 1.0, xPlayContinuedOutsideZone: 0.74, playContinuedOutsideZone: 3.0, flurryAdjustedxGoals: 1.22, lowDangerShots: 0.0, mediumDangerShots: 0.0, highDangerShots: 4.0, lowDangerxGoals: 0.0, mediumDangerxGoals: 0.0, highDangerxGoals: 1.3, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 0.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8475789, season: 2016, name: Jack Campbell, team: L.A, position: G, situation: 5on4, games_played: 1, icetime: 120.0, xGoals: 0.0, goals: 0.0, unblocked_shot_attempts: 0.0, xRebounds: 0.0, rebounds: 0.0, xFreeze: 0.0, freeze: 0.0, xOnGoal: 0.0, ongoal: 0.0, xPlayStopped: 0.09, playStopped: 0.0, xPlayContinuedInZone: 0.0, playContinuedInZone: 0.0, xPlayContinuedOutsideZone: 0.0, playContinuedOutsideZone: 0.0, flurryAdjustedxGoals: 0.0, lowDangerShots: 0.0, mediumDangerShots: 0.0, highDangerShots: 0.0, lowDangerxGoals: 0.0, mediumDangerxGoals: 0.0, highDangerxGoals: 0.0, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 0.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477225, season: 2016, name: Jared Coreau, team: DET, position: G, situation: other, games_played: 14, icetime: 867.0, xGoals: 2.03, goals: 4.0, unblocked_shot_attempts: 29.0, xRebounds: 1.03, rebounds: 1.0, xFreeze: 3.26, freeze: 3.0, xOnGoal: 15.75, ongoal: 15.0, xPlayStopped: 0.41, playStopped: 1.0, xPlayContinuedInZone: 7.65, playContinuedInZone: 4.0, xPlayContinuedOutsideZone: 6.51, playContinuedOutsideZone: 9.0, flurryAdjustedxGoals: 2.02, lowDangerShots: 12.0, mediumDangerShots: 5.0, highDangerShots: 4.0, lowDangerxGoals: 0.57, mediumDangerxGoals: 0.52, highDangerxGoals: 0.94, lowDangerGoals: 2.0, mediumDangerGoals: 1.0, highDangerGoals: 1.0, blocked_shot_attempts: 8.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477225, season: 2016, name: Jared Coreau, team: DET, position: G, situation: all, games_played: 14, icetime: 42436.0, xGoals: 32.77, goals: 41.0, unblocked_shot_attempts: 669.0, xRebounds: 25.49, rebounds: 25.0, xFreeze: 84.6, freeze: 80.0, xOnGoal: 368.56, ongoal: 363.0, xPlayStopped: 10.79, playStopped: 9.0, xPlayContinuedInZone: 206.5, playContinuedInZone: 162.0, xPlayContinuedOutsideZone: 151.33, playContinuedOutsideZone: 194.0, flurryAdjustedxGoals: 30.96, lowDangerShots: 382.0, mediumDangerShots: 96.0, highDangerShots: 35.0, lowDangerxGoals: 10.88, mediumDangerxGoals: 11.65, highDangerxGoals: 10.23, lowDangerGoals: 16.0, mediumDangerGoals: 10.0, highDangerGoals: 15.0, blocked_shot_attempts: 156.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477225, season: 2016, name: Jared Coreau, team: DET, position: G, situation: 5on5, games_played: 14, icetime: 35031.0, xGoals: 22.14, goals: 27.0, unblocked_shot_attempts: 529.0, xRebounds: 18.71, rebounds: 15.0, xFreeze: 68.49, freeze: 63.0, xOnGoal: 288.27, ongoal: 279.0, xPlayStopped: 8.78, playStopped: 7.0, xPlayContinuedInZone: 162.09, playContinuedInZone: 132.0, xPlayContinuedOutsideZone: 119.15, playContinuedOutsideZone: 152.0, flurryAdjustedxGoals: 21.39, lowDangerShots: 313.0, mediumDangerShots: 67.0, highDangerShots: 20.0, lowDangerxGoals: 8.82, mediumDangerxGoals: 8.07, highDangerxGoals: 5.24, lowDangerGoals: 12.0, mediumDangerGoals: 6.0, highDangerGoals: 9.0, blocked_shot_attempts: 129.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477225, season: 2016, name: Jared Coreau, team: DET, position: G, situation: 4on5, games_played: 14, icetime: 3178.0, xGoals: 7.66, goals: 7.0, unblocked_shot_attempts: 94.0, xRebounds: 5.28, rebounds: 9.0, xFreeze: 11.35, freeze: 13.0, xOnGoal: 53.84, ongoal: 58.0, xPlayStopped: 0.2, playStopped: 0.0, xPlayContinuedInZone: 33.52, playContinuedInZone: 24.0, xPlayContinuedOutsideZone: 17.11, playContinuedOutsideZone: 24.0, flurryAdjustedxGoals: 6.61, lowDangerShots: 45.0, mediumDangerShots: 22.0, highDangerShots: 10.0, lowDangerxGoals: 1.12, mediumDangerxGoals: 2.83, highDangerxGoals: 3.71, lowDangerGoals: 1.0, mediumDangerGoals: 2.0, highDangerGoals: 4.0, blocked_shot_attempts: 17.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477225, season: 2016, name: Jared Coreau, team: DET, position: G, situation: 5on4, games_played: 14, icetime: 3360.0, xGoals: 0.94, goals: 3.0, unblocked_shot_attempts: 17.0, xRebounds: 0.47, rebounds: 0.0, xFreeze: 1.5, freeze: 1.0, xOnGoal: 10.69, ongoal: 11.0, xPlayStopped: 1.4, playStopped: 1.0, xPlayContinuedInZone: 3.23, playContinuedInZone: 2.0, xPlayContinuedOutsideZone: 8.56, playContinuedOutsideZone: 9.0, flurryAdjustedxGoals: 0.94, lowDangerShots: 12.0, mediumDangerShots: 2.0, highDangerShots: 1.0, lowDangerxGoals: 0.37, mediumDangerxGoals: 0.22, highDangerxGoals: 0.34, lowDangerGoals: 1.0, mediumDangerGoals: 1.0, highDangerGoals: 1.0, blocked_shot_attempts: 2.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477312, season: 2016, name: Antoine Bibeau, team: TOR, position: G, situation: other, games_played: 2, icetime: 34.0, xGoals: 0.13, goals: 0.0, unblocked_shot_attempts: 2.0, xRebounds: 0.07, rebounds: 0.0, xFreeze: 0.12, freeze: 0.0, xOnGoal: 0.85, ongoal: 0.0, xPlayStopped: 0.15, playStopped: 0.0, xPlayContinuedInZone: 0.31, playContinuedInZone: 1.0, xPlayContinuedOutsideZone: 0.35, playContinuedOutsideZone: 0.0, flurryAdjustedxGoals: 0.13, lowDangerShots: 0.0, mediumDangerShots: 1.0, highDangerShots: 0.0, lowDangerxGoals: 0.0, mediumDangerxGoals: 0.13, highDangerxGoals: 0.0, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 1.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477312, season: 2016, name: Antoine Bibeau, team: TOR, position: G, situation: all, games_played: 2, icetime: 7239.0, xGoals: 5.59, goals: 4.0, unblocked_shot_attempts: 114.0, xRebounds: 3.79, rebounds: 1.0, xFreeze: 13.95, freeze: 13.0, xOnGoal: 61.2, ongoal: 55.0, xPlayStopped: 2.64, playStopped: 3.0, xPlayContinuedInZone: 33.72, playContinuedInZone: 30.0, xPlayContinuedOutsideZone: 28.05, playContinuedOutsideZone: 35.0, flurryAdjustedxGoals: 5.56, lowDangerShots: 68.0, mediumDangerShots: 17.0, highDangerShots: 2.0, lowDangerxGoals: 2.21, mediumDangerxGoals: 2.16, highDangerxGoals: 1.23, lowDangerGoals: 0.0, mediumDangerGoals: 2.0, highDangerGoals: 2.0, blocked_shot_attempts: 27.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477312, season: 2016, name: Antoine Bibeau, team: TOR, position: G, situation: 5on5, games_played: 2, icetime: 5150.0, xGoals: 3.19, goals: 2.0, unblocked_shot_attempts: 80.0, xRebounds: 2.64, rebounds: 1.0, xFreeze: 10.79, freeze: 10.0, xOnGoal: 43.79, ongoal: 39.0, xPlayStopped: 1.93, playStopped: 1.0, xPlayContinuedInZone: 24.83, playContinuedInZone: 20.0, xPlayContinuedOutsideZone: 19.12, playContinuedOutsideZone: 25.0, flurryAdjustedxGoals: 3.18, lowDangerShots: 50.0, mediumDangerShots: 12.0, highDangerShots: 0.0, lowDangerxGoals: 1.66, mediumDangerxGoals: 1.54, highDangerxGoals: 0.0, lowDangerGoals: 0.0, mediumDangerGoals: 2.0, highDangerGoals: 0.0, blocked_shot_attempts: 18.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477312, season: 2016, name: Antoine Bibeau, team: TOR, position: G, situation: 4on5, games_played: 2, icetime: 941.0, xGoals: 1.95, goals: 2.0, unblocked_shot_attempts: 24.0, xRebounds: 0.89, rebounds: 0.0, xFreeze: 2.32, freeze: 3.0, xOnGoal: 11.38, ongoal: 11.0, xPlayStopped: 0.06, playStopped: 0.0, xPlayContinuedInZone: 7.07, playContinuedInZone: 7.0, xPlayContinuedOutsideZone: 3.44, playContinuedOutsideZone: 4.0, flurryAdjustedxGoals: 1.92, lowDangerShots: 12.0, mediumDangerShots: 2.0, highDangerShots: 2.0, lowDangerxGoals: 0.48, mediumDangerxGoals: 0.24, highDangerxGoals: 1.23, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 2.0, blocked_shot_attempts: 8.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8477312, season: 2016, name: Antoine Bibeau, team: TOR, position: G, situation: 5on4, games_played: 2, icetime: 1114.0, xGoals: 0.33, goals: 0.0, unblocked_shot_attempts: 8.0, xRebounds: 0.2, rebounds: 0.0, xFreeze: 0.72, freeze: 0.0, xOnGoal: 5.17, ongoal: 5.0, xPlayStopped: 0.49, playStopped: 2.0, xPlayContinuedInZone: 1.51, playContinuedInZone: 2.0, xPlayContinuedOutsideZone: 5.13, playContinuedOutsideZone: 6.0, flurryAdjustedxGoals: 0.33, lowDangerShots: 6.0, mediumDangerShots: 2.0, highDangerShots: 0.0, lowDangerxGoals: 0.08, mediumDangerxGoals: 0.25, highDangerxGoals: 0.0, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 0.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8471219, season: 2016, name: Al Montoya, team: MTL, position: G, situation: other, games_played: 19, icetime: 1771.0, xGoals: 3.27, goals: 1.0, unblocked_shot_attempts: 55.0, xRebounds: 2.18, rebounds: 1.0, xFreeze: 5.38, freeze: 7.0, xOnGoal: 29.6, ongoal: 30.0, xPlayStopped: 0.6, playStopped: 0.0, xPlayContinuedInZone: 16.88, playContinuedInZone: 13.0, xPlayContinuedOutsideZone: 13.24, playContinuedOutsideZone: 20.0, flurryAdjustedxGoals: 3.21, lowDangerShots: 26.0, mediumDangerShots: 14.0, highDangerShots: 2.0, lowDangerxGoals: 1.04, mediumDangerxGoals: 1.75, highDangerxGoals: 0.48, lowDangerGoals: 0.0, mediumDangerGoals: 1.0, highDangerGoals: 0.0, blocked_shot_attempts: 13.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8471219, season: 2016, name: Al Montoya, team: MTL, position: G, situation: all, games_played: 19, icetime: 67493.0, xGoals: 47.28, goals: 50.0, unblocked_shot_attempts: 998.0, xRebounds: 38.92, rebounds: 35.0, xFreeze: 125.06, freeze: 150.0, xOnGoal: 547.9, ongoal: 569.0, xPlayStopped: 17.64, playStopped: 33.0, xPlayContinuedInZone: 311.02, playContinuedInZone: 239.0, xPlayContinuedOutsideZone: 229.75, playContinuedOutsideZone: 276.0, flurryAdjustedxGoals: 45.63, lowDangerShots: 582.0, mediumDangerShots: 148.0, highDangerShots: 40.0, lowDangerxGoals: 17.78, mediumDangerxGoals: 17.36, highDangerxGoals: 12.14, lowDangerGoals: 22.0, mediumDangerGoals: 16.0, highDangerGoals: 12.0, blocked_shot_attempts: 228.0, penalityMinutes: 2.0, penalties: 1.0

playerId: 8471219, season: 2016, name: Al Montoya, team: MTL, position: G, situation: 5on5, games_played: 19, icetime: 56654.0, xGoals: 33.73, goals: 36.0, unblocked_shot_attempts: 794.0, xRebounds: 29.1, rebounds: 25.0, xFreeze: 102.47, freeze: 125.0, xOnGoal: 433.32, ongoal: 453.0, xPlayStopped: 14.59, playStopped: 23.0, xPlayContinuedInZone: 246.53, playContinuedInZone: 191.0, xPlayContinuedOutsideZone: 183.05, playContinuedOutsideZone: 217.0, flurryAdjustedxGoals: 32.82, lowDangerShots: 477.0, mediumDangerShots: 105.0, highDangerShots: 27.0, lowDangerxGoals: 13.96, mediumDangerxGoals: 12.31, highDangerxGoals: 7.46, lowDangerGoals: 19.0, mediumDangerGoals: 11.0, highDangerGoals: 6.0, blocked_shot_attempts: 185.0, penalityMinutes: 2.0, penalties: 1.0

playerId: 8471219, season: 2016, name: Al Montoya, team: MTL, position: G, situation: 4on5, games_played: 19, icetime: 4571.0, xGoals: 8.72, goals: 12.0, unblocked_shot_attempts: 124.0, xRebounds: 6.76, rebounds: 9.0, xFreeze: 15.27, freeze: 17.0, xOnGoal: 70.25, ongoal: 71.0, xPlayStopped: 0.28, playStopped: 2.0, xPlayContinuedInZone: 42.71, playContinuedInZone: 31.0, xPlayContinuedOutsideZone: 23.12, playContinuedOutsideZone: 26.0, flurryAdjustedxGoals: 8.05, lowDangerShots: 66.0, mediumDangerShots: 24.0, highDangerShots: 9.0, lowDangerxGoals: 2.38, mediumDangerxGoals: 2.67, highDangerxGoals: 3.67, lowDangerGoals: 2.0, mediumDangerGoals: 4.0, highDangerGoals: 6.0, blocked_shot_attempts: 25.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8471219, season: 2016, name: Al Montoya, team: MTL, position: G, situation: 5on4, games_played: 19, icetime: 4497.0, xGoals: 0.86, goals: 0.0, unblocked_shot_attempts: 17.0, xRebounds: 0.45, rebounds: 0.0, xFreeze: 0.92, freeze: 0.0, xOnGoal: 8.28, ongoal: 9.0, xPlayStopped: 2.08, playStopped: 6.0, xPlayContinuedInZone: 2.22, playContinuedInZone: 2.0, xPlayContinuedOutsideZone: 7.34, playContinuedOutsideZone: 9.0, flurryAdjustedxGoals: 0.86, lowDangerShots: 8.0, mediumDangerShots: 2.0, highDangerShots: 2.0, lowDangerxGoals: 0.12, mediumDangerxGoals: 0.21, highDangerxGoals: 0.53, lowDangerGoals: 0.0, mediumDangerGoals: 0.0, highDangerGoals: 0.0, blocked_shot_attempts: 5.0, penalityMinutes: 0.0, penalties: 0.0

playerId: 8475215, season: 2016, name: Robin Lehner, team: BUF, position: G, situation: other, games_played: 59, icetime: 5187.0, xGoals: 9.6, goals: 9.0, unblocked_shot_attempts: 135.0, xRebounds: 6.17, rebounds: 6.0, xFreeze: 13.21, freeze: 13.0, xOnGoal: 75.4, ongoal: 78.0, xPlayStopped: 2.04, playStopped: 8.0, xPlayContinuedInZone: 46.0, playContinuedInZone: 36.0, xPlayContinuedOutsideZone: 24.42, playContinuedOutsideZone: 36.0, flurryAdjustedxGoals: 9.14, lowDangerShots: 61.0, mediumDangerShots: 34.0, highDangerShots: 7.0, lowDangerxGoals: 2.33, mediumDangerxGoals: 4.36, highDangerxGoals: 2.9, lowDangerGoals: 2.0, mediumDangerGoals: 7.0, highDangerGoals: 0.0, blocked_shot_attempts: 33.0, penalityMinutes: 0.0, penalties: 0.0

