team: T.B, season: 2020, name: T.B, team.1: T.B, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.55, corsiPercentage: 0.47, fenwickPercentage: 0.47, iceTime: 9070, xOnGoalFor: 85.61, xGoalsFor: 23.45, xReboundsFor: 6.24, xFreezeFor: 13.14, xPlayStoppedFor: 2.71, xPlayContinuedInZoneFor: 43.65, xPlayContinuedOutsideZoneFor: 29.86, flurryAdjustedxGoalsFor: 23.13, scoreVenueAdjustedxGoalsFor: 23.45, flurryScoreVenueAdjustedxGoalsFor: 23.13, shotsOnGoalFor: 89, missedShotsFor: 31, blockedShotAttemptsFor: 32, shotAttemptsFor: 152, goalsFor: 27, reboundsFor: 2, reboundGoalsFor: 1, freezeFor: 14, playStoppedFor: 4, playContinuedInZoneFor: 31, playContinuedOutsideZoneFor: 42, savedShotsOnGoalFor: 62, savedUnblockedShotAttemptsFor: 93, penaltiesFor: 3, penalityMinutesFor: 6, faceOffsWonFor: 84, hitsFor: 28, takeawaysFor: 8, giveawaysFor: 14, lowDangerShotsFor: 60, mediumDangerShotsFor: 24, highDangerShotsFor: 36, lowDangerxGoalsFor: 2.26, mediumDangerxGoalsFor: 2.88, highDangerxGoalsFor: 18.31, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 4, highDangerGoalsFor: 20, scoreAdjustedShotsAttemptsFor: 152.0, unblockedShotAttemptsFor: 120, scoreAdjustedUnblockedShotAttemptsFor: 120.0, dZoneGiveawaysFor: 5, xGoalsFromxReboundsOfShotsFor: 1.79, xGoalsFromActualReboundsOfShotsFor: 0.46, reboundxGoalsFor: 0.46, totalShotCreditFor: 24.73, scoreAdjustedTotalShotCreditFor: 24.73, scoreFlurryAdjustedTotalShotCreditFor: 24.45, xOnGoalAgainst: 98.45, xGoalsAgainst: 19.15, xReboundsAgainst: 7.61, xFreezeAgainst: 17.07, xPlayStoppedAgainst: 3.29, xPlayContinuedInZoneAgainst: 51.46, xPlayContinuedOutsideZoneAgainst: 34.48, flurryAdjustedxGoalsAgainst: 18.59, scoreVenueAdjustedxGoalsAgainst: 19.15, flurryScoreVenueAdjustedxGoalsAgainst: 18.59, shotsOnGoalAgainst: 91, missedShotsAgainst: 43, blockedShotAttemptsAgainst: 36, shotAttemptsAgainst: 170, goalsAgainst: 16, reboundsAgainst: 7, reboundGoalsAgainst: 0, freezeAgainst: 15, playStoppedAgainst: 6, playContinuedInZoneAgainst: 38, playContinuedOutsideZoneAgainst: 52, savedShotsOnGoalAgainst: 75, savedUnblockedShotAttemptsAgainst: 118, penaltiesAgainst: 4, penalityMinutesAgainst: 8, faceOffsWonAgainst: 87, hitsAgainst: 18, takeawaysAgainst: 13, giveawaysAgainst: 13, lowDangerShotsAgainst: 68, mediumDangerShotsAgainst: 45, highDangerShotsAgainst: 21, lowDangerxGoalsAgainst: 2.9, mediumDangerxGoalsAgainst: 5.87, highDangerxGoalsAgainst: 10.38, lowDangerGoalsAgainst: 0, mediumDangerGoalsAgainst: 6, highDangerGoalsAgainst: 10, scoreAdjustedShotsAttemptsAgainst: 170.0, unblockedShotAttemptsAgainst: 134, scoreAdjustedUnblockedShotAttemptsAgainst: 134.0, dZoneGiveawaysAgainst: 4, xGoalsFromxReboundsOfShotsAgainst: 2.18, xGoalsFromActualReboundsOfShotsAgainst: 1.3, reboundxGoalsAgainst: 1.3, totalShotCreditAgainst: 19.96, scoreAdjustedTotalShotCreditAgainst: 19.96, scoreFlurryAdjustedTotalShotCreditAgainst: 19.47

team: WSH, season: 2020, name: WSH, team.1: WSH, position: Team Level, situation: 5on4, games_played: 56, xGoalsPercentage: 0.89, corsiPercentage: 0.88, fenwickPercentage: 0.87, iceTime: 14388, xOnGoalFor: 222.52, xGoalsFor: 21.72, xReboundsFor: 19.73, xFreezeFor: 46.37, xPlayStoppedFor: 7.63, xPlayContinuedInZoneFor: 143.3, xPlayContinuedOutsideZoneFor: 76.24, flurryAdjustedxGoalsFor: 20.62, scoreVenueAdjustedxGoalsFor: 21.72, flurryScoreVenueAdjustedxGoalsFor: 20.62, shotsOnGoalFor: 231, missedShotsFor: 84, blockedShotAttemptsFor: 73, shotAttemptsFor: 388, goalsFor: 35, reboundsFor: 16, reboundGoalsFor: 6, freezeFor: 50, playStoppedFor: 5, playContinuedInZoneFor: 114, playContinuedOutsideZoneFor: 95, savedShotsOnGoalFor: 196, savedUnblockedShotAttemptsFor: 280, penaltiesFor: 4, penalityMinutesFor: 8, faceOffsWonFor: 129, hitsFor: 21, takeawaysFor: 13, giveawaysFor: 30, lowDangerShotsFor: 252, mediumDangerShotsFor: 38, highDangerShotsFor: 25, lowDangerxGoalsFor: 6.15, mediumDangerxGoalsFor: 4.34, highDangerxGoalsFor: 11.23, lowDangerGoalsFor: 10, mediumDangerGoalsFor: 10, highDangerGoalsFor: 15, scoreAdjustedShotsAttemptsFor: 388.0, unblockedShotAttemptsFor: 315, scoreAdjustedUnblockedShotAttemptsFor: 315.0, dZoneGiveawaysFor: 4, xGoalsFromxReboundsOfShotsFor: 4.98, xGoalsFromActualReboundsOfShotsFor: 3.9, reboundxGoalsFor: 3.9, totalShotCreditFor: 22.8, scoreAdjustedTotalShotCreditFor: 22.8, scoreFlurryAdjustedTotalShotCreditFor: 21.97, xOnGoalAgainst: 32.79, xGoalsAgainst: 2.66, xReboundsAgainst: 1.66, xFreezeAgainst: 4.57, xPlayStoppedAgainst: 1.02, xPlayContinuedInZoneAgainst: 11.37, xPlayContinuedOutsideZoneAgainst: 24.71, flurryAdjustedxGoalsAgainst: 2.65, scoreVenueAdjustedxGoalsAgainst: 2.66, flurryScoreVenueAdjustedxGoalsAgainst: 2.65, shotsOnGoalAgainst: 37, missedShotsAgainst: 9, blockedShotAttemptsAgainst: 6, shotAttemptsAgainst: 52, goalsAgainst: 5, reboundsAgainst: 0, reboundGoalsAgainst: 0, freezeAgainst: 3, playStoppedAgainst: 1, playContinuedInZoneAgainst: 11, playContinuedOutsideZoneAgainst: 26, savedShotsOnGoalAgainst: 32, savedUnblockedShotAttemptsAgainst: 41, penaltiesAgainst: 3, penalityMinutesAgainst: 6, faceOffsWonAgainst: 138, hitsAgainst: 39, takeawaysAgainst: 15, giveawaysAgainst: 20, lowDangerShotsAgainst: 37, mediumDangerShotsAgainst: 7, highDangerShotsAgainst: 2, lowDangerxGoalsAgainst: 1.11, mediumDangerxGoalsAgainst: 0.91, highDangerxGoalsAgainst: 0.64, lowDangerGoalsAgainst: 3, mediumDangerGoalsAgainst: 1, highDangerGoalsAgainst: 1, scoreAdjustedShotsAttemptsAgainst: 52.0, unblockedShotAttemptsAgainst: 46, scoreAdjustedUnblockedShotAttemptsAgainst: 46.0, dZoneGiveawaysAgainst: 20, xGoalsFromxReboundsOfShotsAgainst: 0.38, xGoalsFromActualReboundsOfShotsAgainst: 0.0, reboundxGoalsAgainst: 0.0, totalShotCreditAgainst: 3.04, scoreAdjustedTotalShotCreditAgainst: 3.04, scoreFlurryAdjustedTotalShotCreditAgainst: 3.03

team: VGK, season: 2020, name: VGK, team.1: VGK, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.61, corsiPercentage: 0.58, fenwickPercentage: 0.58, iceTime: 7562, xOnGoalFor: 104.58, xGoalsFor: 22.04, xReboundsFor: 7.84, xFreezeFor: 18.0, xPlayStoppedFor: 3.59, xPlayContinuedInZoneFor: 58.84, xPlayContinuedOutsideZoneFor: 36.76, flurryAdjustedxGoalsFor: 21.09, scoreVenueAdjustedxGoalsFor: 22.04, flurryScoreVenueAdjustedxGoalsFor: 21.09, shotsOnGoalFor: 104, missedShotsFor: 44, blockedShotAttemptsFor: 58, shotAttemptsFor: 206, goalsFor: 24, reboundsFor: 8, reboundGoalsFor: 0, freezeFor: 25, playStoppedFor: 2, playContinuedInZoneFor: 49, playContinuedOutsideZoneFor: 40, savedShotsOnGoalFor: 80, savedUnblockedShotAttemptsFor: 124, penaltiesFor: 5, penalityMinutesFor: 10, faceOffsWonFor: 81, hitsFor: 20, takeawaysFor: 14, giveawaysFor: 7, lowDangerShotsFor: 78, mediumDangerShotsFor: 37, highDangerShotsFor: 33, lowDangerxGoalsFor: 2.91, mediumDangerxGoalsFor: 4.67, highDangerxGoalsFor: 14.46, lowDangerGoalsFor: 6, mediumDangerGoalsFor: 6, highDangerGoalsFor: 12, scoreAdjustedShotsAttemptsFor: 206.0, unblockedShotAttemptsFor: 148, scoreAdjustedUnblockedShotAttemptsFor: 148.0, dZoneGiveawaysFor: 4, xGoalsFromxReboundsOfShotsFor: 2.35, xGoalsFromActualReboundsOfShotsFor: 1.47, reboundxGoalsFor: 1.4, totalShotCreditFor: 22.93, scoreAdjustedTotalShotCreditFor: 22.93, scoreFlurryAdjustedTotalShotCreditFor: 22.09, xOnGoalAgainst: 76.46, xGoalsAgainst: 13.95, xReboundsAgainst: 5.67, xFreezeAgainst: 14.36, xPlayStoppedAgainst: 2.49, xPlayContinuedInZoneAgainst: 41.57, xPlayContinuedOutsideZoneAgainst: 26.95, flurryAdjustedxGoalsAgainst: 13.08, scoreVenueAdjustedxGoalsAgainst: 13.95, flurryScoreVenueAdjustedxGoalsAgainst: 13.08, shotsOnGoalAgainst: 76, missedShotsAgainst: 29, blockedShotAttemptsAgainst: 45, shotAttemptsAgainst: 150, goalsAgainst: 7, reboundsAgainst: 5, reboundGoalsAgainst: 0, freezeAgainst: 11, playStoppedAgainst: 1, playContinuedInZoneAgainst: 48, playContinuedOutsideZoneAgainst: 33, savedShotsOnGoalAgainst: 69, savedUnblockedShotAttemptsAgainst: 98, penaltiesAgainst: 8, penalityMinutesAgainst: 16, faceOffsWonAgainst: 72, hitsAgainst: 29, takeawaysAgainst: 17, giveawaysAgainst: 11, lowDangerShotsAgainst: 61, mediumDangerShotsAgainst: 25, highDangerShotsAgainst: 19, lowDangerxGoalsAgainst: 2.59, mediumDangerxGoalsAgainst: 2.88, highDangerxGoalsAgainst: 8.48, lowDangerGoalsAgainst: 1, mediumDangerGoalsAgainst: 0, highDangerGoalsAgainst: 6, scoreAdjustedShotsAttemptsAgainst: 150.0, unblockedShotAttemptsAgainst: 105, scoreAdjustedUnblockedShotAttemptsAgainst: 105.0, dZoneGiveawaysAgainst: 3, xGoalsFromxReboundsOfShotsAgainst: 1.68, xGoalsFromActualReboundsOfShotsAgainst: 0.71, reboundxGoalsAgainst: 0.71, totalShotCreditAgainst: 14.93, scoreAdjustedTotalShotCreditAgainst: 14.93, scoreFlurryAdjustedTotalShotCreditAgainst: 14.0

team: VGK, season: 2020, name: VGK, team.1: VGK, position: Team Level, situation: all, games_played: 56, xGoalsPercentage: 0.55, corsiPercentage: 0.54, fenwickPercentage: 0.55, iceTime: 203768, xOnGoalFor: 1840.71, xGoalsFor: 178.58, xReboundsFor: 129.21, xFreezeFor: 427.37, xPlayStoppedFor: 59.53, xPlayContinuedInZoneFor: 1025.73, xPlayContinuedOutsideZoneFor: 735.65, flurryAdjustedxGoalsFor: 171.92, scoreVenueAdjustedxGoalsFor: 180.56, flurryScoreVenueAdjustedxGoalsFor: 173.87, shotsOnGoalFor: 1829, missedShotsFor: 728, blockedShotAttemptsFor: 916, shotAttemptsFor: 3473, goalsFor: 190, reboundsFor: 152, reboundGoalsFor: 30, freezeFor: 450, playStoppedFor: 43, playContinuedInZoneFor: 799, playContinuedOutsideZoneFor: 923, savedShotsOnGoalFor: 1639, savedUnblockedShotAttemptsFor: 2367, penaltiesFor: 166, penalityMinutesFor: 378, faceOffsWonFor: 1537, hitsFor: 1218, takeawaysFor: 401, giveawaysFor: 333, lowDangerShotsFor: 1856, mediumDangerShotsFor: 508, highDangerShotsFor: 193, lowDangerxGoalsFor: 53.63, mediumDangerxGoalsFor: 62.13, highDangerxGoalsFor: 62.82, lowDangerGoalsFor: 70, mediumDangerGoalsFor: 68, highDangerGoalsFor: 52, scoreAdjustedShotsAttemptsFor: 3543.7, unblockedShotAttemptsFor: 2557, scoreAdjustedUnblockedShotAttemptsFor: 2601.29, dZoneGiveawaysFor: 164, xGoalsFromxReboundsOfShotsFor: 28.68, xGoalsFromActualReboundsOfShotsFor: 33.72, reboundxGoalsFor: 33.72, totalShotCreditFor: 173.47, scoreAdjustedTotalShotCreditFor: 175.31, scoreFlurryAdjustedTotalShotCreditFor: 171.54, xOnGoalAgainst: 1541.12, xGoalsAgainst: 144.31, xReboundsAgainst: 107.97, xFreezeAgainst: 354.6, xPlayStoppedAgainst: 49.45, xPlayContinuedInZoneAgainst: 838.65, xPlayContinuedOutsideZoneAgainst: 622.02, flurryAdjustedxGoalsAgainst: 138.74, scoreVenueAdjustedxGoalsAgainst: 143.87, flurryScoreVenueAdjustedxGoalsAgainst: 138.26, shotsOnGoalAgainst: 1528, missedShotsAgainst: 589, blockedShotAttemptsAgainst: 840, shotAttemptsAgainst: 2957, goalsAgainst: 122, reboundsAgainst: 146, reboundGoalsAgainst: 28, freezeAgainst: 247, playStoppedAgainst: 38, playContinuedInZoneAgainst: 685, playContinuedOutsideZoneAgainst: 879, savedShotsOnGoalAgainst: 1406, savedUnblockedShotAttemptsAgainst: 1995, penaltiesAgainst: 197, penalityMinutesAgainst: 427, faceOffsWonAgainst: 1565, hitsAgainst: 1448, takeawaysAgainst: 404, giveawaysAgainst: 318, lowDangerShotsAgainst: 1565, mediumDangerShotsAgainst: 397, highDangerShotsAgainst: 155, lowDangerxGoalsAgainst: 45.17, mediumDangerxGoalsAgainst: 49.93, highDangerxGoalsAgainst: 49.2, lowDangerGoalsAgainst: 39, mediumDangerGoalsAgainst: 41, highDangerGoalsAgainst: 42, scoreAdjustedShotsAttemptsAgainst: 2918.76, unblockedShotAttemptsAgainst: 2117, scoreAdjustedUnblockedShotAttemptsAgainst: 2093.04, dZoneGiveawaysAgainst: 187, xGoalsFromxReboundsOfShotsAgainst: 23.66, xGoalsFromActualReboundsOfShotsAgainst: 31.66, reboundxGoalsAgainst: 31.66, totalShotCreditAgainst: 136.31, scoreAdjustedTotalShotCreditAgainst: 135.61, scoreFlurryAdjustedTotalShotCreditAgainst: 132.79

team: VGK, season: 2020, name: VGK, team.1: VGK, position: Team Level, situation: 5on5, games_played: 56, xGoalsPercentage: 0.53, corsiPercentage: 0.53, fenwickPercentage: 0.54, iceTime: 165854, xOnGoalFor: 1429.82, xGoalsFor: 124.93, xReboundsFor: 95.61, xFreezeFor: 344.71, xPlayStoppedFor: 46.17, xPlayContinuedInZoneFor: 787.89, xPlayContinuedOutsideZoneFor: 583.68, flurryAdjustedxGoalsFor: 120.88, scoreVenueAdjustedxGoalsFor: 126.92, flurryScoreVenueAdjustedxGoalsFor: 122.83, shotsOnGoalFor: 1410, missedShotsFor: 573, blockedShotAttemptsFor: 741, shotAttemptsFor: 2724, goalsFor: 135, reboundsFor: 118, reboundGoalsFor: 23, freezeFor: 362, playStoppedFor: 35, playContinuedInZoneFor: 611, playContinuedOutsideZoneFor: 722, savedShotsOnGoalFor: 1275, savedUnblockedShotAttemptsFor: 1848, penaltiesFor: 146, penalityMinutesFor: 330, faceOffsWonFor: 1194, hitsFor: 1147, takeawaysFor: 346, giveawaysFor: 278, lowDangerShotsFor: 1467, mediumDangerShotsFor: 392, highDangerShotsFor: 124, lowDangerxGoalsFor: 42.78, mediumDangerxGoalsFor: 48.12, highDangerxGoalsFor: 34.03, lowDangerGoalsFor: 57, mediumDangerGoalsFor: 54, highDangerGoalsFor: 24, scoreAdjustedShotsAttemptsFor: 2794.7, unblockedShotAttemptsFor: 1983, scoreAdjustedUnblockedShotAttemptsFor: 2027.29, dZoneGiveawaysFor: 143, xGoalsFromxReboundsOfShotsFor: 19.79, xGoalsFromActualReboundsOfShotsFor: 25.41, reboundxGoalsFor: 26.04, totalShotCreditFor: 118.68, scoreAdjustedTotalShotCreditFor: 120.52, scoreFlurryAdjustedTotalShotCreditFor: 118.69, xOnGoalAgainst: 1244.1, xGoalsAgainst: 108.92, xReboundsAgainst: 83.49, xFreezeAgainst: 295.68, xPlayStoppedAgainst: 39.93, xPlayContinuedInZoneAgainst: 673.12, xPlayContinuedOutsideZoneAgainst: 507.86, flurryAdjustedxGoalsAgainst: 105.08, scoreVenueAdjustedxGoalsAgainst: 108.48, flurryScoreVenueAdjustedxGoalsAgainst: 104.6, shotsOnGoalAgainst: 1235, missedShotsAgainst: 474, blockedShotAttemptsAgainst: 669, shotAttemptsAgainst: 2378, goalsAgainst: 97, reboundsAgainst: 121, reboundGoalsAgainst: 24, freezeAgainst: 212, playStoppedAgainst: 29, playContinuedInZoneAgainst: 534, playContinuedOutsideZoneAgainst: 716, savedShotsOnGoalAgainst: 1138, savedUnblockedShotAttemptsAgainst: 1612, penaltiesAgainst: 172, penalityMinutesAgainst: 379, faceOffsWonAgainst: 1229, hitsAgainst: 1352, takeawaysAgainst: 332, giveawaysAgainst: 268, lowDangerShotsAgainst: 1278, mediumDangerShotsAgainst: 315, highDangerShotsAgainst: 116, lowDangerxGoalsAgainst: 37.19, mediumDangerxGoalsAgainst: 39.7, highDangerxGoalsAgainst: 32.02, lowDangerGoalsAgainst: 34, mediumDangerGoalsAgainst: 36, highDangerGoalsAgainst: 27, scoreAdjustedShotsAttemptsAgainst: 2339.76, unblockedShotAttemptsAgainst: 1709, scoreAdjustedUnblockedShotAttemptsAgainst: 1685.04, dZoneGiveawaysAgainst: 163, xGoalsFromxReboundsOfShotsAgainst: 17.29, xGoalsFromActualReboundsOfShotsAgainst: 26.17, reboundxGoalsAgainst: 26.36, totalShotCreditAgainst: 99.84, scoreAdjustedTotalShotCreditAgainst: 99.14, scoreFlurryAdjustedTotalShotCreditAgainst: 97.91

team: VGK, season: 2020, name: VGK, team.1: VGK, position: Team Level, situation: 4on5, games_played: 56, xGoalsPercentage: 0.19, corsiPercentage: 0.15, fenwickPercentage: 0.18, iceTime: 14031, xOnGoalFor: 40.33, xGoalsFor: 4.06, xReboundsFor: 2.15, xFreezeFor: 5.86, xPlayStoppedFor: 1.22, xPlayContinuedInZoneFor: 12.76, xPlayContinuedOutsideZoneFor: 27.96, flurryAdjustedxGoalsFor: 3.98, scoreVenueAdjustedxGoalsFor: 4.06, flurryScoreVenueAdjustedxGoalsFor: 3.98, shotsOnGoalFor: 44, missedShotsFor: 10, blockedShotAttemptsFor: 9, shotAttemptsFor: 63, goalsFor: 3, reboundsFor: 2, reboundGoalsFor: 0, freezeFor: 3, playStoppedFor: 0, playContinuedInZoneFor: 8, playContinuedOutsideZoneFor: 38, savedShotsOnGoalFor: 41, savedUnblockedShotAttemptsFor: 51, penaltiesFor: 5, penalityMinutesFor: 10, faceOffsWonFor: 102, hitsFor: 35, takeawaysFor: 32, giveawaysFor: 14, lowDangerShotsFor: 34, mediumDangerShotsFor: 14, highDangerShotsFor: 6, lowDangerxGoalsFor: 0.91, mediumDangerxGoalsFor: 1.63, highDangerxGoalsFor: 1.52, lowDangerGoalsFor: 0, mediumDangerGoalsFor: 3, highDangerGoalsFor: 0, scoreAdjustedShotsAttemptsFor: 63.0, unblockedShotAttemptsFor: 54, scoreAdjustedUnblockedShotAttemptsFor: 54.0, dZoneGiveawaysFor: 13, xGoalsFromxReboundsOfShotsFor: 0.5, xGoalsFromActualReboundsOfShotsFor: 0.51, reboundxGoalsFor: 0.51, totalShotCreditFor: 4.04, scoreAdjustedTotalShotCreditFor: 4.04, scoreFlurryAdjustedTotalShotCreditFor: 4.03, xOnGoalAgainst: 179.38, xGoalsAgainst: 17.35, xReboundsAgainst: 16.71, xFreezeAgainst: 39.02, xPlayStoppedAgainst: 5.81, xPlayContinuedInZoneAgainst: 111.27, xPlayContinuedOutsideZoneAgainst: 57.85, flurryAdjustedxGoalsAgainst: 16.52, scoreVenueAdjustedxGoalsAgainst: 17.35, flurryScoreVenueAdjustedxGoalsAgainst: 16.52, shotsOnGoalAgainst: 173, missedShotsAgainst: 75, blockedShotAttemptsAgainst: 113, shotAttemptsAgainst: 361, goalsAgainst: 16, reboundsAgainst: 20, reboundGoalsAgainst: 4, freezeAgainst: 20, playStoppedAgainst: 8, playContinuedInZoneAgainst: 98, playContinuedOutsideZoneAgainst: 86, savedShotsOnGoalAgainst: 157, savedUnblockedShotAttemptsAgainst: 232, penaltiesAgainst: 12, penalityMinutesAgainst: 22, faceOffsWonAgainst: 121, hitsAgainst: 16, takeawaysAgainst: 14, giveawaysAgainst: 19, lowDangerShotsAgainst: 188, mediumDangerShotsAgainst: 44, highDangerShotsAgainst: 16, lowDangerxGoalsAgainst: 4.39, mediumDangerxGoalsAgainst: 5.42, highDangerxGoalsAgainst: 7.54, lowDangerGoalsAgainst: 2, mediumDangerGoalsAgainst: 5, highDangerGoalsAgainst: 9, scoreAdjustedShotsAttemptsAgainst: 361.0, unblockedShotAttemptsAgainst: 248, scoreAdjustedUnblockedShotAttemptsAgainst: 248.0, dZoneGiveawaysAgainst: 3, xGoalsFromxReboundsOfShotsAgainst: 4.21, xGoalsFromActualReboundsOfShotsAgainst: 4.79, reboundxGoalsAgainst: 4.59, totalShotCreditAgainst: 16.99, scoreAdjustedTotalShotCreditAgainst: 16.99, scoreFlurryAdjustedTotalShotCreditAgainst: 16.34

team: VGK, season: 2020, name: VGK, team.1: VGK, position: Team Level, situation: 5on4, games_played: 56, xGoalsPercentage: 0.87, corsiPercentage: 0.88, fenwickPercentage: 0.87, iceTime: 16321, xOnGoalFor: 266.0, xGoalsFor: 27.55, xReboundsFor: 23.62, xFreezeFor: 58.8, xPlayStoppedFor: 8.55, xPlayContinuedInZoneFor: 166.23, xPlayContinuedOutsideZoneFor: 87.25, flurryAdjustedxGoalsFor: 25.98, scoreVenueAdjustedxGoalsFor: 27.55, flurryScoreVenueAdjustedxGoalsFor: 25.98, shotsOnGoalFor: 271, missedShotsFor: 101, blockedShotAttemptsFor: 108, shotAttemptsFor: 480, goalsFor: 28, reboundsFor: 24, reboundGoalsFor: 7, freezeFor: 60, playStoppedFor: 6, playContinuedInZoneFor: 131, playContinuedOutsideZoneFor: 123, savedShotsOnGoalFor: 243, savedUnblockedShotAttemptsFor: 344, penaltiesFor: 10, penalityMinutesFor: 28, faceOffsWonFor: 160, hitsFor: 16, takeawaysFor: 9, giveawaysFor: 34, lowDangerShotsFor: 277, mediumDangerShotsFor: 65, highDangerShotsFor: 30, lowDangerxGoalsFor: 7.03, mediumDangerxGoalsFor: 7.71, highDangerxGoalsFor: 12.81, lowDangerGoalsFor: 7, mediumDangerGoalsFor: 5, highDangerGoalsFor: 16, scoreAdjustedShotsAttemptsFor: 480.0, unblockedShotAttemptsFor: 372, scoreAdjustedUnblockedShotAttemptsFor: 372.0, dZoneGiveawaysFor: 4, xGoalsFromxReboundsOfShotsFor: 6.05, xGoalsFromActualReboundsOfShotsFor: 6.33, reboundxGoalsFor: 5.78, totalShotCreditFor: 27.82, scoreAdjustedTotalShotCreditFor: 27.82, scoreFlurryAdjustedTotalShotCreditFor: 26.72, xOnGoalAgainst: 41.17, xGoalsAgainst: 4.08, xReboundsAgainst: 2.1, xFreezeAgainst: 5.54, xPlayStoppedAgainst: 1.22, xPlayContinuedInZoneAgainst: 12.69, xPlayContinuedOutsideZoneAgainst: 29.36, flurryAdjustedxGoalsAgainst: 4.06, scoreVenueAdjustedxGoalsAgainst: 4.08, flurryScoreVenueAdjustedxGoalsAgainst: 4.06, shotsOnGoalAgainst: 44, missedShotsAgainst: 11, blockedShotAttemptsAgainst: 13, shotAttemptsAgainst: 68, goalsAgainst: 2, reboundsAgainst: 0, reboundGoalsAgainst: 0, freezeAgainst: 4, playStoppedAgainst: 0, playContinuedInZoneAgainst: 5, playContinuedOutsideZoneAgainst: 44, savedShotsOnGoalAgainst: 42, savedUnblockedShotAttemptsAgainst: 53, penaltiesAgainst: 5, penalityMinutesAgainst: 10, faceOffsWonAgainst: 143, hitsAgainst: 51, takeawaysAgainst: 41, giveawaysAgainst: 20, lowDangerShotsAgainst: 38, mediumDangerShotsAgainst: 13, highDangerShotsAgainst: 4, lowDangerxGoalsAgainst: 1.0, mediumDangerxGoalsAgainst: 1.92, highDangerxGoalsAgainst: 1.16, lowDangerGoalsAgainst: 2, mediumDangerGoalsAgainst: 0, highDangerGoalsAgainst: 0, scoreAdjustedShotsAttemptsAgainst: 68.0, unblockedShotAttemptsAgainst: 55, scoreAdjustedUnblockedShotAttemptsAgainst: 55.0, dZoneGiveawaysAgainst: 18, xGoalsFromxReboundsOfShotsAgainst: 0.48, xGoalsFromActualReboundsOfShotsAgainst: 0.0, reboundxGoalsAgainst: 0.0, totalShotCreditAgainst: 4.56, scoreAdjustedTotalShotCreditAgainst: 4.56, scoreFlurryAdjustedTotalShotCreditAgainst: 4.54

