team: T.B, season: 2020, name: T.B, team.1: T.B, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.55, corsiPercentage: 0.47, fenwickPercentage: 0.47, iceTime: 9070, xOnGoalFor: 85.61, xGoalsFor: 23.45, xReboundsFor: 6.24, xFreezeFor: 13.14, xPlayStoppedFor: 2.71, xPlayContinuedInZoneFor: 43.65, xPlayContinuedOutsideZoneFor: 29.86, flurryAdjustedxGoalsFor: 23.13, scoreVenueAdjustedxGoalsFor: 23.45, flurryScoreVenueAdjustedxGoalsFor: 23.13, shotsOnGoalFor: 89, missedShotsFor: 31, blockedShotAttemptsFor: 32, shotAttemptsFor: 152, goalsFor: 27, reboundsFor: 2, reboundGoalsFor: 1, freezeFor: 14, playStoppedFor: 4, playContinuedInZoneFor: 31, playContinuedOutsideZoneFor: 42, savedShotsOnGoalFor: 62, savedUnblockedShotAttemptsFor: 93, penaltiesFor: 3, penalityMinutesFor: 6, faceOffsWonFor: 84, hitsFor: 28, takeawaysFor: 8, giveawaysFor: 14, lowDangerShotsFor: 60, mediumDangerShotsFor: 24, highDangerShotsFor: 36, lowDangerxGoalsFor: 2.26, mediumDangerxGoalsFor: 2.88, highDangerxGoalsFor: 18.31, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 4, highDangerGoalsFor: 20, scoreAdjustedShotsAttemptsFor: 152.0, unblockedShotAttemptsFor: 120, scoreAdjustedUnblockedShotAttemptsFor: 120.0, dZoneGiveawaysFor: 5, xGoalsFromxReboundsOfShotsFor: 1.79, xGoalsFromActualReboundsOfShotsFor: 0.46, reboundxGoalsFor: 0.46, totalShotCreditFor: 24.73, scoreAdjustedTotalShotCreditFor: 24.73, scoreFlurryAdjustedTotalShotCreditFor: 24.45, xOnGoalAgainst: 98.45, xGoalsAgainst: 19.15, xReboundsAgainst: 7.61, xFreezeAgainst: 17.07, xPlayStoppedAgainst: 3.29, xPlayContinuedInZoneAgainst: 51.46, xPlayContinuedOutsideZoneAgainst: 34.48, flurryAdjustedxGoalsAgainst: 18.59, scoreVenueAdjustedxGoalsAgainst: 19.15, flurryScoreVenueAdjustedxGoalsAgainst: 18.59, shotsOnGoalAgainst: 91, missedShotsAgainst: 43, blockedShotAttemptsAgainst: 36, shotAttemptsAgainst: 170, goalsAgainst: 16, reboundsAgainst: 7, reboundGoalsAgainst: 0, freezeAgainst: 15, playStoppedAgainst: 6, playContinuedInZoneAgainst: 38, playContinuedOutsideZoneAgainst: 52, savedShotsOnGoalAgainst: 75, savedUnblockedShotAttemptsAgainst: 118, penaltiesAgainst: 4, penalityMinutesAgainst: 8, faceOffsWonAgainst: 87, hitsAgainst: 18, takeawaysAgainst: 13, giveawaysAgainst: 13, lowDangerShotsAgainst: 68, mediumDangerShotsAgainst: 45, highDangerShotsAgainst: 21, lowDangerxGoalsAgainst: 2.9, mediumDangerxGoalsAgainst: 5.87, highDangerxGoalsAgainst: 10.38, lowDangerGoalsAgainst: 0, mediumDangerGoalsAgainst: 6, highDangerGoalsAgainst: 10, scoreAdjustedShotsAttemptsAgainst: 170.0, unblockedShotAttemptsAgainst: 134, scoreAdjustedUnblockedShotAttemptsAgainst: 134.0, dZoneGiveawaysAgainst: 4, xGoalsFromxReboundsOfShotsAgainst: 2.18, xGoalsFromActualReboundsOfShotsAgainst: 1.3, reboundxGoalsAgainst: 1.3, totalShotCreditAgainst: 19.96, scoreAdjustedTotalShotCreditAgainst: 19.96, scoreFlurryAdjustedTotalShotCreditAgainst: 19.47

team: EDM, season: 2020, name: EDM, team.1: EDM, position: Team Level, situation: 5on5, games_played: 56, xGoalsPercentage: 0.5, corsiPercentage: 0.49, fenwickPercentage: 0.49, iceTime: 166040, xOnGoalFor: 1283.15, xGoalsFor: 112.29, xReboundsFor: 85.55, xFreezeFor: 294.51, xPlayStoppedFor: 41.85, xPlayContinuedInZoneFor: 703.69, xPlayContinuedOutsideZoneFor: 540.11, flurryAdjustedxGoalsFor: 108.92, scoreVenueAdjustedxGoalsFor: 113.05, flurryScoreVenueAdjustedxGoalsFor: 109.69, shotsOnGoalFor: 1296, missedShotsFor: 482, blockedShotAttemptsFor: 606, shotAttemptsFor: 2384, goalsFor: 115, reboundsFor: 81, reboundGoalsFor: 15, freezeFor: 310, playStoppedFor: 32, playContinuedInZoneFor: 556, playContinuedOutsideZoneFor: 684, savedShotsOnGoalFor: 1181, savedUnblockedShotAttemptsFor: 1663, penaltiesFor: 157, penalityMinutesFor: 358, faceOffsWonFor: 1163, hitsFor: 1329, takeawaysFor: 321, giveawaysFor: 551, lowDangerShotsFor: 1292, mediumDangerShotsFor: 386, highDangerShotsFor: 100, lowDangerxGoalsFor: 39.62, mediumDangerxGoalsFor: 46.29, highDangerxGoalsFor: 26.38, lowDangerGoalsFor: 46, mediumDangerGoalsFor: 52, highDangerGoalsFor: 17, scoreAdjustedShotsAttemptsFor: 2404.38, unblockedShotAttemptsFor: 1778, scoreAdjustedUnblockedShotAttemptsFor: 1791.1, dZoneGiveawaysFor: 392, xGoalsFromxReboundsOfShotsFor: 17.71, xGoalsFromActualReboundsOfShotsFor: 16.75, reboundxGoalsFor: 17.19, totalShotCreditFor: 112.81, scoreAdjustedTotalShotCreditFor: 113.63, scoreFlurryAdjustedTotalShotCreditFor: 112.07, xOnGoalAgainst: 1335.93, xGoalsAgainst: 114.26, xReboundsAgainst: 88.63, xFreezeAgainst: 314.91, xPlayStoppedAgainst: 44.44, xPlayContinuedInZoneAgainst: 754.61, xPlayContinuedOutsideZoneAgainst: 556.16, flurryAdjustedxGoalsAgainst: 110.94, scoreVenueAdjustedxGoalsAgainst: 114.59, flurryScoreVenueAdjustedxGoalsAgainst: 111.3, shotsOnGoalAgainst: 1375, missedShotsAgainst: 498, blockedShotAttemptsAgainst: 643, shotAttemptsAgainst: 2516, goalsAgainst: 117, reboundsAgainst: 102, reboundGoalsAgainst: 15, freezeAgainst: 312, playStoppedAgainst: 50, playContinuedInZoneAgainst: 562, playContinuedOutsideZoneAgainst: 730, savedShotsOnGoalAgainst: 1258, savedUnblockedShotAttemptsAgainst: 1756, penaltiesAgainst: 171, penalityMinutesAgainst: 381, faceOffsWonAgainst: 1160, hitsAgainst: 1330, takeawaysAgainst: 345, giveawaysAgainst: 559, lowDangerShotsAgainst: 1403, mediumDangerShotsAgainst: 381, highDangerShotsAgainst: 89, lowDangerxGoalsAgainst: 42.86, mediumDangerxGoalsAgainst: 46.43, highDangerxGoalsAgainst: 24.97, lowDangerGoalsAgainst: 41, mediumDangerGoalsAgainst: 58, highDangerGoalsAgainst: 18, scoreAdjustedShotsAttemptsAgainst: 2497.03, unblockedShotAttemptsAgainst: 1873, scoreAdjustedUnblockedShotAttemptsAgainst: 1864.94, dZoneGiveawaysAgainst: 399, xGoalsFromxReboundsOfShotsAgainst: 18.29, xGoalsFromActualReboundsOfShotsAgainst: 20.18, reboundxGoalsAgainst: 20.18, totalShotCreditAgainst: 112.37, scoreAdjustedTotalShotCreditAgainst: 112.83, scoreFlurryAdjustedTotalShotCreditAgainst: 111.15

team: EDM, season: 2020, name: EDM, team.1: EDM, position: Team Level, situation: 4on5, games_played: 56, xGoalsPercentage: 0.13, corsiPercentage: 0.11, fenwickPercentage: 0.14, iceTime: 15105, xOnGoalFor: 39.78, xGoalsFor: 4.27, xReboundsFor: 2.2, xFreezeFor: 5.37, xPlayStoppedFor: 1.14, xPlayContinuedInZoneFor: 12.27, xPlayContinuedOutsideZoneFor: 27.77, flurryAdjustedxGoalsFor: 4.25, scoreVenueAdjustedxGoalsFor: 4.27, flurryScoreVenueAdjustedxGoalsFor: 4.25, shotsOnGoalFor: 43, missedShotsFor: 10, blockedShotAttemptsFor: 4, shotAttemptsFor: 57, goalsFor: 2, reboundsFor: 1, reboundGoalsFor: 0, freezeFor: 2, playStoppedFor: 0, playContinuedInZoneFor: 6, playContinuedOutsideZoneFor: 42, savedShotsOnGoalFor: 41, savedUnblockedShotAttemptsFor: 51, penaltiesFor: 0, penalityMinutesFor: 0, faceOffsWonFor: 113, hitsFor: 66, takeawaysFor: 38, giveawaysFor: 44, lowDangerShotsFor: 31, mediumDangerShotsFor: 17, highDangerShotsFor: 5, lowDangerxGoalsFor: 0.91, mediumDangerxGoalsFor: 2.11, highDangerxGoalsFor: 1.24, lowDangerGoalsFor: 0, mediumDangerGoalsFor: 1, highDangerGoalsFor: 1, scoreAdjustedShotsAttemptsFor: 57.0, unblockedShotAttemptsFor: 53, scoreAdjustedUnblockedShotAttemptsFor: 53.0, dZoneGiveawaysFor: 39, xGoalsFromxReboundsOfShotsFor: 0.5, xGoalsFromActualReboundsOfShotsFor: 0.25, reboundxGoalsFor: 0.25, totalShotCreditFor: 4.51, scoreAdjustedTotalShotCreditFor: 4.51, scoreFlurryAdjustedTotalShotCreditFor: 4.5, xOnGoalAgainst: 229.33, xGoalsAgainst: 29.14, xReboundsAgainst: 19.95, xFreezeAgainst: 45.95, xPlayStoppedAgainst: 7.73, xPlayContinuedInZoneAgainst: 146.01, xPlayContinuedOutsideZoneAgainst: 76.22, flurryAdjustedxGoalsAgainst: 26.19, scoreVenueAdjustedxGoalsAgainst: 29.14, flurryScoreVenueAdjustedxGoalsAgainst: 26.19, shotsOnGoalAgainst: 238, missedShotsAgainst: 87, blockedShotAttemptsAgainst: 121, shotAttemptsAgainst: 446, goalsAgainst: 26, reboundsAgainst: 14, reboundGoalsAgainst: 6, freezeAgainst: 47, playStoppedAgainst: 14, playContinuedInZoneAgainst: 134, playContinuedOutsideZoneAgainst: 90, savedShotsOnGoalAgainst: 212, savedUnblockedShotAttemptsAgainst: 299, penaltiesAgainst: 12, penalityMinutesAgainst: 26, faceOffsWonAgainst: 149, hitsAgainst: 15, takeawaysAgainst: 11, giveawaysAgainst: 38, lowDangerShotsAgainst: 233, mediumDangerShotsAgainst: 57, highDangerShotsAgainst: 35, lowDangerxGoalsAgainst: 5.39, mediumDangerxGoalsAgainst: 6.33, highDangerxGoalsAgainst: 17.43, lowDangerGoalsAgainst: 4, mediumDangerGoalsAgainst: 2, highDangerGoalsAgainst: 20, scoreAdjustedShotsAttemptsAgainst: 446.0, unblockedShotAttemptsAgainst: 325, scoreAdjustedUnblockedShotAttemptsAgainst: 325.0, dZoneGiveawaysAgainst: 4, xGoalsFromxReboundsOfShotsAgainst: 5.08, xGoalsFromActualReboundsOfShotsAgainst: 5.71, reboundxGoalsAgainst: 5.71, totalShotCreditAgainst: 28.52, scoreAdjustedTotalShotCreditAgainst: 28.52, scoreFlurryAdjustedTotalShotCreditAgainst: 25.96

team: EDM, season: 2020, name: EDM, team.1: EDM, position: Team Level, situation: 5on4, games_played: 56, xGoalsPercentage: 0.92, corsiPercentage: 0.89, fenwickPercentage: 0.88, iceTime: 15190, xOnGoalFor: 256.84, xGoalsFor: 38.09, xReboundsFor: 23.44, xFreezeFor: 46.52, xPlayStoppedFor: 7.95, xPlayContinuedInZoneFor: 153.83, xPlayContinuedOutsideZoneFor: 79.17, flurryAdjustedxGoalsFor: 35.74, scoreVenueAdjustedxGoalsFor: 38.09, flurryScoreVenueAdjustedxGoalsFor: 35.74, shotsOnGoalFor: 262, missedShotsFor: 87, blockedShotAttemptsFor: 107, shotAttemptsFor: 456, goalsFor: 44, reboundsFor: 20, reboundGoalsFor: 4, freezeFor: 46, playStoppedFor: 15, playContinuedInZoneFor: 133, playContinuedOutsideZoneFor: 91, savedShotsOnGoalFor: 218, savedUnblockedShotAttemptsFor: 305, penaltiesFor: 10, penalityMinutesFor: 20, faceOffsWonFor: 165, hitsFor: 5, takeawaysFor: 11, giveawaysFor: 48, lowDangerShotsFor: 189, mediumDangerShotsFor: 120, highDangerShotsFor: 40, lowDangerxGoalsFor: 4.81, mediumDangerxGoalsFor: 14.32, highDangerxGoalsFor: 18.96, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 15, highDangerGoalsFor: 26, scoreAdjustedShotsAttemptsFor: 456.0, unblockedShotAttemptsFor: 349, scoreAdjustedUnblockedShotAttemptsFor: 349.0, dZoneGiveawaysFor: 2, xGoalsFromxReboundsOfShotsFor: 5.99, xGoalsFromActualReboundsOfShotsFor: 5.79, reboundxGoalsFor: 5.46, totalShotCreditFor: 38.62, scoreAdjustedTotalShotCreditFor: 38.62, scoreFlurryAdjustedTotalShotCreditFor: 36.4, xOnGoalAgainst: 34.38, xGoalsAgainst: 3.48, xReboundsAgainst: 1.94, xFreezeAgainst: 5.0, xPlayStoppedAgainst: 1.27, xPlayContinuedInZoneAgainst: 12.35, xPlayContinuedOutsideZoneAgainst: 24.95, flurryAdjustedxGoalsAgainst: 3.41, scoreVenueAdjustedxGoalsAgainst: 3.48, flurryScoreVenueAdjustedxGoalsAgainst: 3.41, shotsOnGoalAgainst: 43, missedShotsAgainst: 6, blockedShotAttemptsAgainst: 8, shotAttemptsAgainst: 57, goalsAgainst: 4, reboundsAgainst: 1, reboundGoalsAgainst: 1, freezeAgainst: 5, playStoppedAgainst: 0, playContinuedInZoneAgainst: 4, playContinuedOutsideZoneAgainst: 35, savedShotsOnGoalAgainst: 39, savedUnblockedShotAttemptsAgainst: 45, penaltiesAgainst: 5, penalityMinutesAgainst: 10, faceOffsWonAgainst: 114, hitsAgainst: 42, takeawaysAgainst: 32, giveawaysAgainst: 43, lowDangerShotsAgainst: 35, mediumDangerShotsAgainst: 10, highDangerShotsAgainst: 4, lowDangerxGoalsAgainst: 1.02, mediumDangerxGoalsAgainst: 1.23, highDangerxGoalsAgainst: 1.23, lowDangerGoalsAgainst: 2, mediumDangerGoalsAgainst: 0, highDangerGoalsAgainst: 2, scoreAdjustedShotsAttemptsAgainst: 57.0, unblockedShotAttemptsAgainst: 49, scoreAdjustedUnblockedShotAttemptsAgainst: 49.0, dZoneGiveawaysAgainst: 41, xGoalsFromxReboundsOfShotsAgainst: 0.44, xGoalsFromActualReboundsOfShotsAgainst: 0.35, reboundxGoalsAgainst: 0.35, totalShotCreditAgainst: 3.58, scoreAdjustedTotalShotCreditAgainst: 3.58, scoreFlurryAdjustedTotalShotCreditAgainst: 3.56

team: NSH, season: 2020, name: NSH, team.1: NSH, position: Team Level, situation: other, games_played: 56, xGoalsPercentage: 0.44, corsiPercentage: 0.51, fenwickPercentage: 0.49, iceTime: 6497, xOnGoalFor: 86.06, xGoalsFor: 15.79, xReboundsFor: 6.62, xFreezeFor: 16.12, xPlayStoppedFor: 3.12, xPlayContinuedInZoneFor: 48.93, xPlayContinuedOutsideZoneFor: 30.42, flurryAdjustedxGoalsFor: 15.08, scoreVenueAdjustedxGoalsFor: 15.79, flurryScoreVenueAdjustedxGoalsFor: 15.08, shotsOnGoalFor: 85, missedShotsFor: 36, blockedShotAttemptsFor: 40, shotAttemptsFor: 161, goalsFor: 14, reboundsFor: 7, reboundGoalsFor: 3, freezeFor: 15, playStoppedFor: 5, playContinuedInZoneFor: 34, playContinuedOutsideZoneFor: 46, savedShotsOnGoalFor: 71, savedUnblockedShotAttemptsFor: 107, penaltiesFor: 2, penalityMinutesFor: 4, faceOffsWonFor: 82, hitsFor: 16, takeawaysFor: 16, giveawaysFor: 14, lowDangerShotsFor: 75, mediumDangerShotsFor: 25, highDangerShotsFor: 21, lowDangerxGoalsFor: 3.26, mediumDangerxGoalsFor: 3.14, highDangerxGoalsFor: 9.39, lowDangerGoalsFor: 3, mediumDangerGoalsFor: 3, highDangerGoalsFor: 8, scoreAdjustedShotsAttemptsFor: 161.0, unblockedShotAttemptsFor: 121, scoreAdjustedUnblockedShotAttemptsFor: 121.0, dZoneGiveawaysFor: 7, xGoalsFromxReboundsOfShotsFor: 1.93, xGoalsFromActualReboundsOfShotsFor: 2.63, reboundxGoalsFor: 2.63, totalShotCreditFor: 15.1, scoreAdjustedTotalShotCreditFor: 15.1, scoreFlurryAdjustedTotalShotCreditFor: 14.54, xOnGoalAgainst: 84.9, xGoalsAgainst: 19.71, xReboundsAgainst: 5.38, xFreezeAgainst: 14.34, xPlayStoppedAgainst: 2.84, xPlayContinuedInZoneAgainst: 48.04, xPlayContinuedOutsideZoneAgainst: 33.69, flurryAdjustedxGoalsAgainst: 19.31, scoreVenueAdjustedxGoalsAgainst: 19.71, flurryScoreVenueAdjustedxGoalsAgainst: 19.31, shotsOnGoalAgainst: 88, missedShotsAgainst: 36, blockedShotAttemptsAgainst: 32, shotAttemptsAgainst: 156, goalsAgainst: 23, reboundsAgainst: 4, reboundGoalsAgainst: 1, freezeAgainst: 19, playStoppedAgainst: 4, playContinuedInZoneAgainst: 27, playContinuedOutsideZoneAgainst: 47, savedShotsOnGoalAgainst: 65, savedUnblockedShotAttemptsAgainst: 101, penaltiesAgainst: 3, penalityMinutesAgainst: 6, faceOffsWonAgainst: 69, hitsAgainst: 15, takeawaysAgainst: 15, giveawaysAgainst: 11, lowDangerShotsAgainst: 75, mediumDangerShotsAgainst: 23, highDangerShotsAgainst: 26, lowDangerxGoalsAgainst: 2.79, mediumDangerxGoalsAgainst: 2.55, highDangerxGoalsAgainst: 14.36, lowDangerGoalsAgainst: 5, mediumDangerGoalsAgainst: 2, highDangerGoalsAgainst: 16, scoreAdjustedShotsAttemptsAgainst: 156.0, unblockedShotAttemptsAgainst: 124, scoreAdjustedUnblockedShotAttemptsAgainst: 124.0, dZoneGiveawaysAgainst: 5, xGoalsFromxReboundsOfShotsAgainst: 1.51, xGoalsFromActualReboundsOfShotsAgainst: 0.58, reboundxGoalsAgainst: 0.58, totalShotCreditAgainst: 20.64, scoreAdjustedTotalShotCreditAgainst: 20.64, scoreFlurryAdjustedTotalShotCreditAgainst: 20.3

team: NSH, season: 2020, name: NSH, team.1: NSH, position: Team Level, situation: all, games_played: 56, xGoalsPercentage: 0.49, corsiPercentage: 0.5, fenwickPercentage: 0.5, iceTime: 204407, xOnGoalFor: 1663.71, xGoalsFor: 147.83, xReboundsFor: 115.53, xFreezeFor: 382.34, xPlayStoppedFor: 54.95, xPlayContinuedInZoneFor: 957.24, xPlayContinuedOutsideZoneFor: 676.11, flurryAdjustedxGoalsFor: 143.22, scoreVenueAdjustedxGoalsFor: 148.26, flurryScoreVenueAdjustedxGoalsFor: 143.64, shotsOnGoalFor: 1676, missedShotsFor: 658, blockedShotAttemptsFor: 668, shotAttemptsFor: 3002, goalsFor: 151, reboundsFor: 112, reboundGoalsFor: 22, freezeFor: 360, playStoppedFor: 66, playContinuedInZoneFor: 739, playContinuedOutsideZoneFor: 906, savedShotsOnGoalFor: 1525, savedUnblockedShotAttemptsFor: 2183, penaltiesFor: 196, penalityMinutesFor: 442, faceOffsWonFor: 1627, hitsFor: 1146, takeawaysFor: 274, giveawaysFor: 420, lowDangerShotsFor: 1789, mediumDangerShotsFor: 421, highDangerShotsFor: 124, lowDangerxGoalsFor: 51.98, mediumDangerxGoalsFor: 52.19, highDangerxGoalsFor: 43.67, lowDangerGoalsFor: 53, mediumDangerGoalsFor: 53, highDangerGoalsFor: 45, scoreAdjustedShotsAttemptsFor: 2996.57, unblockedShotAttemptsFor: 2334, scoreAdjustedUnblockedShotAttemptsFor: 2329.49, dZoneGiveawaysFor: 240, xGoalsFromxReboundsOfShotsFor: 25.35, xGoalsFromActualReboundsOfShotsFor: 26.29, reboundxGoalsFor: 26.41, totalShotCreditFor: 146.77, scoreAdjustedTotalShotCreditFor: 147.1, scoreFlurryAdjustedTotalShotCreditFor: 143.88, xOnGoalAgainst: 1646.37, xGoalsAgainst: 156.21, xReboundsAgainst: 113.12, xFreezeAgainst: 369.35, xPlayStoppedAgainst: 52.53, xPlayContinuedInZoneAgainst: 927.35, xPlayContinuedOutsideZoneAgainst: 680.44, flurryAdjustedxGoalsAgainst: 150.8, scoreVenueAdjustedxGoalsAgainst: 156.96, flurryScoreVenueAdjustedxGoalsAgainst: 151.58, shotsOnGoalAgainst: 1752, missedShotsAgainst: 547, blockedShotAttemptsAgainst: 733, shotAttemptsAgainst: 3032, goalsAgainst: 154, reboundsAgainst: 118, reboundGoalsAgainst: 22, freezeAgainst: 434, playStoppedAgainst: 53, playContinuedInZoneAgainst: 689, playContinuedOutsideZoneAgainst: 851, savedShotsOnGoalAgainst: 1598, savedUnblockedShotAttemptsAgainst: 2145, penaltiesAgainst: 190, penalityMinutesAgainst: 416, faceOffsWonAgainst: 1521, hitsAgainst: 1019, takeawaysAgainst: 285, giveawaysAgainst: 422, lowDangerShotsAgainst: 1736, mediumDangerShotsAgainst: 427, highDangerShotsAgainst: 136, lowDangerxGoalsAgainst: 50.53, mediumDangerxGoalsAgainst: 52.38, highDangerxGoalsAgainst: 53.3, lowDangerGoalsAgainst: 47, mediumDangerGoalsAgainst: 53, highDangerGoalsAgainst: 54, scoreAdjustedShotsAttemptsAgainst: 3054.06, unblockedShotAttemptsAgainst: 2299, scoreAdjustedUnblockedShotAttemptsAgainst: 2315.63, dZoneGiveawaysAgainst: 255, xGoalsFromxReboundsOfShotsAgainst: 24.61, xGoalsFromActualReboundsOfShotsAgainst: 28.09, reboundxGoalsAgainst: 28.09, totalShotCreditAgainst: 152.75, scoreAdjustedTotalShotCreditAgainst: 153.65, scoreFlurryAdjustedTotalShotCreditAgainst: 150.8

team: NSH, season: 2020, name: NSH, team.1: NSH, position: Team Level, situation: 5on5, games_played: 56, xGoalsPercentage: 0.5, corsiPercentage: 0.5, fenwickPercentage: 0.51, iceTime: 166657, xOnGoalFor: 1342.25, xGoalsFor: 103.02, xReboundsFor: 89.56, xFreezeFor: 320.7, xPlayStoppedFor: 44.31, xPlayContinuedInZoneFor: 770.99, xPlayContinuedOutsideZoneFor: 557.43, flurryAdjustedxGoalsFor: 100.44, scoreVenueAdjustedxGoalsFor: 103.44, flurryScoreVenueAdjustedxGoalsFor: 100.86, shotsOnGoalFor: 1345, missedShotsFor: 541, blockedShotAttemptsFor: 527, shotAttemptsFor: 2413, goalsFor: 106, reboundsFor: 82, reboundGoalsFor: 13, freezeFor: 302, playStoppedFor: 52, playContinuedInZoneFor: 593, playContinuedOutsideZoneFor: 751, savedShotsOnGoalFor: 1239, savedUnblockedShotAttemptsFor: 1780, penaltiesFor: 174, penalityMinutesFor: 396, faceOffsWonFor: 1272, hitsFor: 1084, takeawaysFor: 224, giveawaysFor: 344, lowDangerShotsFor: 1482, mediumDangerShotsFor: 336, highDangerShotsFor: 68, lowDangerxGoalsFor: 42.81, mediumDangerxGoalsFor: 41.7, highDangerxGoalsFor: 18.5, lowDangerGoalsFor: 44, mediumDangerGoalsFor: 42, highDangerGoalsFor: 20, scoreAdjustedShotsAttemptsFor: 2407.57, unblockedShotAttemptsFor: 1886, scoreAdjustedUnblockedShotAttemptsFor: 1881.49, dZoneGiveawaysFor: 206, xGoalsFromxReboundsOfShotsFor: 18.46, xGoalsFromActualReboundsOfShotsFor: 15.61, reboundxGoalsFor: 16.28, totalShotCreditFor: 105.19, scoreAdjustedTotalShotCreditFor: 105.52, scoreFlurryAdjustedTotalShotCreditFor: 103.95, xOnGoalAgainst: 1316.26, xGoalsAgainst: 104.09, xReboundsAgainst: 87.88, xFreezeAgainst: 308.63, xPlayStoppedAgainst: 41.87, xPlayContinuedInZoneAgainst: 739.54, xPlayContinuedOutsideZoneAgainst: 550.98, flurryAdjustedxGoalsAgainst: 100.19, scoreVenueAdjustedxGoalsAgainst: 104.84, flurryScoreVenueAdjustedxGoalsAgainst: 100.98, shotsOnGoalAgainst: 1399, missedShotsAgainst: 434, blockedShotAttemptsAgainst: 592, shotAttemptsAgainst: 2425, goalsAgainst: 90, reboundsAgainst: 93, reboundGoalsAgainst: 14, freezeAgainst: 364, playStoppedAgainst: 37, playContinuedInZoneAgainst: 554, playContinuedOutsideZoneAgainst: 695, savedShotsOnGoalAgainst: 1309, savedUnblockedShotAttemptsAgainst: 1743, penaltiesAgainst: 177, penalityMinutesAgainst: 392, faceOffsWonAgainst: 1161, hitsAgainst: 961, takeawaysAgainst: 230, giveawaysAgainst: 351, lowDangerShotsAgainst: 1429, mediumDangerShotsAgainst: 332, highDangerShotsAgainst: 72, lowDangerxGoalsAgainst: 41.65, mediumDangerxGoalsAgainst: 41.53, highDangerxGoalsAgainst: 20.9, lowDangerGoalsAgainst: 39, mediumDangerGoalsAgainst: 34, highDangerGoalsAgainst: 17, scoreAdjustedShotsAttemptsAgainst: 2447.06, unblockedShotAttemptsAgainst: 1833, scoreAdjustedUnblockedShotAttemptsAgainst: 1849.63, dZoneGiveawaysAgainst: 226, xGoalsFromxReboundsOfShotsAgainst: 18.09, xGoalsFromActualReboundsOfShotsAgainst: 20.52, reboundxGoalsAgainst: 20.74, totalShotCreditAgainst: 101.45, scoreAdjustedTotalShotCreditAgainst: 102.35, scoreFlurryAdjustedTotalShotCreditAgainst: 100.78

