team: NYR, season: 2016, name: NYR, team.1: NYR, position: Team Level, situation: other, games_played: 82, xGoalsPercentage: 0.59, corsiPercentage: 0.52, fenwickPercentage: 0.56, iceTime: 15270.0, xOnGoalFor: 149.71, xGoalsFor: 30.72, xReboundsFor: 10.12, xFreezeFor: 26.51, xPlayStoppedFor: 5.06, xPlayContinuedInZoneFor: 76.89, xPlayContinuedOutsideZoneFor: 56.7, flurryAdjustedxGoalsFor: 27.92, scoreVenueAdjustedxGoalsFor: 30.72, flurryScoreVenueAdjustedxGoalsFor: 27.92, shotsOnGoalFor: 144.0, missedShotsFor: 62.0, blockedShotAttemptsFor: 56.0, shotAttemptsFor: 262.0, goalsFor: 32.0, reboundsFor: 14.0, reboundGoalsFor: 3.0, freezeFor: 22.0, playStoppedFor: 8.0, playContinuedInZoneFor: 57.0, playContinuedOutsideZoneFor: 73.0, savedShotsOnGoalFor: 112.0, savedUnblockedShotAttemptsFor: 174.0, penaltiesFor: 7.0, penalityMinutesFor: 14.0, faceOffsWonFor: 117.0, hitsFor: 25.0, takeawaysFor: 24.0, giveawaysFor: 25.0, lowDangerShotsFor: 121.0, mediumDangerShotsFor: 41.0, highDangerShotsFor: 44.0, lowDangerxGoalsFor: 4.28, mediumDangerxGoalsFor: 5.11, highDangerxGoalsFor: 21.33, lowDangerGoalsFor: 7.0, mediumDangerGoalsFor: 6.0, highDangerGoalsFor: 19.0, scoreAdjustedShotsAttemptsFor: 262.0, unblockedShotAttemptsFor: 206.0, scoreAdjustedUnblockedShotAttemptsFor: 206.0, dZoneGiveawaysFor: 14.0, xGoalsFromxReboundsOfShotsFor: 3.0, xGoalsFromActualReboundsOfShotsFor: 4.1, reboundxGoalsFor: 4.1, totalShotCreditFor: 29.62, scoreAdjustedTotalShotCreditFor: 29.62, scoreFlurryAdjustedTotalShotCreditFor: 27.77, xOnGoalAgainst: 117.99, xGoalsAgainst: 21.1, xReboundsAgainst: 8.15, xFreezeAgainst: 21.77, xPlayStoppedAgainst: 4.04, xPlayContinuedInZoneAgainst: 64.39, xPlayContinuedOutsideZoneAgainst: 43.57, flurryAdjustedxGoalsAgainst: 20.2, scoreVenueAdjustedxGoalsAgainst: 21.1, flurryScoreVenueAdjustedxGoalsAgainst: 20.2, shotsOnGoalAgainst: 109.0, missedShotsAgainst: 54.0, blockedShotAttemptsAgainst: 75.0, shotAttemptsAgainst: 238.0, goalsAgainst: 15.0, reboundsAgainst: 10.0, reboundGoalsAgainst: 2.0, freezeAgainst: 17.0, playStoppedAgainst: 4.0, playContinuedInZoneAgainst: 60.0, playContinuedOutsideZoneAgainst: 57.0, savedShotsOnGoalAgainst: 94.0, savedUnblockedShotAttemptsAgainst: 148.0, penaltiesAgainst: 9.0, penalityMinutesAgainst: 18.0, faceOffsWonAgainst: 125.0, hitsAgainst: 31.0, takeawaysAgainst: 28.0, giveawaysAgainst: 34.0, lowDangerShotsAgainst: 98.0, mediumDangerShotsAgainst: 36.0, highDangerShotsAgainst: 29.0, lowDangerxGoalsAgainst: 3.6, mediumDangerxGoalsAgainst: 4.69, highDangerxGoalsAgainst: 12.8, lowDangerGoalsAgainst: 4.0, mediumDangerGoalsAgainst: 1.0, highDangerGoalsAgainst: 10.0, scoreAdjustedShotsAttemptsAgainst: 238.0, unblockedShotAttemptsAgainst: 163.0, scoreAdjustedUnblockedShotAttemptsAgainst: 163.0, dZoneGiveawaysAgainst: 10.0, xGoalsFromxReboundsOfShotsAgainst: 2.33, xGoalsFromActualReboundsOfShotsAgainst: 2.9, reboundxGoalsAgainst: 2.78, totalShotCreditAgainst: 20.65, scoreAdjustedTotalShotCreditAgainst: 20.65, scoreFlurryAdjustedTotalShotCreditAgainst: 20.21

team: NYR, season: 2016, name: NYR, team.1: NYR, position: Team Level, situation: all, games_played: 82, xGoalsPercentage: 0.51, corsiPercentage: 0.49, fenwickPercentage: 0.5, iceTime: 298454.0, xOnGoalFor: 2469.58, xGoalsFor: 231.68, xReboundsFor: 164.92, xFreezeFor: 563.51, xPlayStoppedFor: 81.5, xPlayContinuedInZoneFor: 1365.86, xPlayContinuedOutsideZoneFor: 1030.54, flurryAdjustedxGoalsFor: 222.63, scoreVenueAdjustedxGoalsFor: 232.68, flurryScoreVenueAdjustedxGoalsFor: 223.63, shotsOnGoalFor: 2438.0, missedShotsFor: 1000.0, blockedShotAttemptsFor: 1074.0, shotAttemptsFor: 4512.0, goalsFor: 253.0, reboundsFor: 168.0, reboundGoalsFor: 43.0, freezeFor: 556.0, playStoppedFor: 86.0, playContinuedInZoneFor: 1053.0, playContinuedOutsideZoneFor: 1322.0, savedShotsOnGoalFor: 2185.0, savedUnblockedShotAttemptsFor: 3185.0, penaltiesFor: 262.0, penalityMinutesFor: 579.0, faceOffsWonFor: 2353.0, hitsFor: 1715.0, takeawaysFor: 647.0, giveawaysFor: 859.0, lowDangerShotsFor: 2566.0, mediumDangerShotsFor: 656.0, highDangerShotsFor: 216.0, lowDangerxGoalsFor: 72.48, mediumDangerxGoalsFor: 78.99, highDangerxGoalsFor: 80.2, lowDangerGoalsFor: 83.0, mediumDangerGoalsFor: 82.0, highDangerGoalsFor: 88.0, scoreAdjustedShotsAttemptsFor: 4518.21, unblockedShotAttemptsFor: 3438.0, scoreAdjustedUnblockedShotAttemptsFor: 3443.69, dZoneGiveawaysFor: 467.0, xGoalsFromxReboundsOfShotsFor: 36.43, xGoalsFromActualReboundsOfShotsFor: 39.92, reboundxGoalsFor: 40.69, totalShotCreditFor: 227.42, scoreAdjustedTotalShotCreditFor: 228.53, scoreFlurryAdjustedTotalShotCreditFor: 223.11, xOnGoalAgainst: 2461.44, xGoalsAgainst: 220.38, xReboundsAgainst: 164.27, xFreezeAgainst: 568.01, xPlayStoppedAgainst: 81.39, xPlayContinuedInZoneAgainst: 1379.9, xPlayContinuedOutsideZoneAgainst: 1027.05, flurryAdjustedxGoalsAgainst: 211.98, scoreVenueAdjustedxGoalsAgainst: 220.5, flurryScoreVenueAdjustedxGoalsAgainst: 212.09, shotsOnGoalAgainst: 2465.0, missedShotsAgainst: 976.0, blockedShotAttemptsAgainst: 1244.0, shotAttemptsAgainst: 4685.0, goalsAgainst: 216.0, reboundsAgainst: 170.0, reboundGoalsAgainst: 39.0, freezeAgainst: 573.0, playStoppedAgainst: 81.0, playContinuedInZoneAgainst: 1101.0, playContinuedOutsideZoneAgainst: 1300.0, savedShotsOnGoalAgainst: 2249.0, savedUnblockedShotAttemptsAgainst: 3225.0, penaltiesAgainst: 275.0, penalityMinutesAgainst: 614.0, faceOffsWonAgainst: 2511.0, hitsAgainst: 1683.0, takeawaysAgainst: 531.0, giveawaysAgainst: 827.0, lowDangerShotsAgainst: 2586.0, mediumDangerShotsAgainst: 667.0, highDangerShotsAgainst: 188.0, lowDangerxGoalsAgainst: 72.64, mediumDangerxGoalsAgainst: 81.36, highDangerxGoalsAgainst: 66.39, lowDangerGoalsAgainst: 68.0, mediumDangerGoalsAgainst: 78.0, highDangerGoalsAgainst: 70.0, scoreAdjustedShotsAttemptsAgainst: 4675.51, unblockedShotAttemptsAgainst: 3441.0, scoreAdjustedUnblockedShotAttemptsAgainst: 3437.37, dZoneGiveawaysAgainst: 445.0, xGoalsFromxReboundsOfShotsAgainst: 35.83, xGoalsFromActualReboundsOfShotsAgainst: 41.08, reboundxGoalsAgainst: 41.95, totalShotCreditAgainst: 214.27, scoreAdjustedTotalShotCreditAgainst: 214.31, scoreFlurryAdjustedTotalShotCreditAgainst: 209.92

team: NYR, season: 2016, name: NYR, team.1: NYR, position: Team Level, situation: 5on5, games_played: 82, xGoalsPercentage: 0.49, corsiPercentage: 0.48, fenwickPercentage: 0.49, iceTime: 240464.0, xOnGoalFor: 1918.59, xGoalsFor: 153.46, xReboundsFor: 123.59, xFreezeFor: 456.0, xPlayStoppedFor: 62.44, xPlayContinuedInZoneFor: 1058.98, xPlayContinuedOutsideZoneFor: 814.54, flurryAdjustedxGoalsFor: 149.28, scoreVenueAdjustedxGoalsFor: 154.47, flurryScoreVenueAdjustedxGoalsFor: 150.29, shotsOnGoalFor: 1895.0, missedShotsFor: 774.0, blockedShotAttemptsFor: 855.0, shotAttemptsFor: 3524.0, goalsFor: 167.0, reboundsFor: 117.0, reboundGoalsFor: 28.0, freezeFor: 447.0, playStoppedFor: 67.0, playContinuedInZoneFor: 817.0, playContinuedOutsideZoneFor: 1054.0, savedShotsOnGoalFor: 1728.0, savedUnblockedShotAttemptsFor: 2502.0, penaltiesFor: 232.0, penalityMinutesFor: 518.0, faceOffsWonFor: 1865.0, hitsFor: 1612.0, takeawaysFor: 541.0, giveawaysFor: 710.0, lowDangerShotsFor: 2036.0, mediumDangerShotsFor: 520.0, highDangerShotsFor: 113.0, lowDangerxGoalsFor: 57.67, mediumDangerxGoalsFor: 62.91, highDangerxGoalsFor: 32.87, lowDangerGoalsFor: 68.0, mediumDangerGoalsFor: 68.0, highDangerGoalsFor: 31.0, scoreAdjustedShotsAttemptsFor: 3530.22, unblockedShotAttemptsFor: 2669.0, scoreAdjustedUnblockedShotAttemptsFor: 2674.7, dZoneGiveawaysFor: 420.0, xGoalsFromxReboundsOfShotsFor: 25.48, xGoalsFromActualReboundsOfShotsFor: 25.58, reboundxGoalsFor: 26.67, totalShotCreditFor: 152.27, scoreAdjustedTotalShotCreditFor: 153.38, scoreFlurryAdjustedTotalShotCreditFor: 150.96, xOnGoalAgainst: 2003.23, xGoalsAgainst: 157.68, xReboundsAgainst: 128.26, xFreezeAgainst: 480.2, xPlayStoppedAgainst: 66.24, xPlayContinuedInZoneAgainst: 1117.64, xPlayContinuedOutsideZoneAgainst: 851.96, flurryAdjustedxGoalsAgainst: 153.12, scoreVenueAdjustedxGoalsAgainst: 157.79, flurryScoreVenueAdjustedxGoalsAgainst: 153.24, shotsOnGoalAgainst: 2002.0, missedShotsAgainst: 800.0, blockedShotAttemptsAgainst: 1024.0, shotAttemptsAgainst: 3826.0, goalsAgainst: 154.0, reboundsAgainst: 129.0, reboundGoalsAgainst: 28.0, freezeAgainst: 483.0, playStoppedAgainst: 62.0, playContinuedInZoneAgainst: 883.0, playContinuedOutsideZoneAgainst: 1091.0, savedShotsOnGoalAgainst: 1848.0, savedUnblockedShotAttemptsAgainst: 2648.0, penaltiesAgainst: 244.0, penalityMinutesAgainst: 549.0, faceOffsWonAgainst: 1937.0, hitsAgainst: 1568.0, takeawaysAgainst: 443.0, giveawaysAgainst: 659.0, lowDangerShotsAgainst: 2155.0, mediumDangerShotsAgainst: 534.0, highDangerShotsAgainst: 113.0, lowDangerxGoalsAgainst: 60.36, mediumDangerxGoalsAgainst: 64.91, highDangerxGoalsAgainst: 32.41, lowDangerGoalsAgainst: 57.0, mediumDangerGoalsAgainst: 63.0, highDangerGoalsAgainst: 34.0, scoreAdjustedShotsAttemptsAgainst: 3816.51, unblockedShotAttemptsAgainst: 2802.0, scoreAdjustedUnblockedShotAttemptsAgainst: 2798.37, dZoneGiveawaysAgainst: 382.0, xGoalsFromxReboundsOfShotsAgainst: 26.39, xGoalsFromActualReboundsOfShotsAgainst: 28.82, reboundxGoalsAgainst: 29.66, totalShotCreditAgainst: 154.41, scoreAdjustedTotalShotCreditAgainst: 154.46, scoreFlurryAdjustedTotalShotCreditAgainst: 152.08

team: NYR, season: 2016, name: NYR, team.1: NYR, position: Team Level, situation: 4on5, games_played: 82, xGoalsPercentage: 0.16, corsiPercentage: 0.17, fenwickPercentage: 0.18, iceTime: 20374.0, xOnGoalFor: 67.95, xGoalsFor: 6.85, xReboundsFor: 3.14, xFreezeFor: 9.22, xPlayStoppedFor: 2.22, xPlayContinuedInZoneFor: 19.96, xPlayContinuedOutsideZoneFor: 50.61, flurryAdjustedxGoalsFor: 6.77, scoreVenueAdjustedxGoalsFor: 6.85, flurryScoreVenueAdjustedxGoalsFor: 6.77, shotsOnGoalFor: 73.0, missedShotsFor: 19.0, blockedShotAttemptsFor: 18.0, shotAttemptsFor: 110.0, goalsFor: 9.0, reboundsFor: 1.0, reboundGoalsFor: 0.0, freezeFor: 13.0, playStoppedFor: 0.0, playContinuedInZoneFor: 14.0, playContinuedOutsideZoneFor: 55.0, savedShotsOnGoalFor: 64.0, savedUnblockedShotAttemptsFor: 83.0, penaltiesFor: 8.0, penalityMinutesFor: 16.0, faceOffsWonFor: 156.0, hitsFor: 53.0, takeawaysFor: 61.0, giveawaysFor: 31.0, lowDangerShotsFor: 60.0, mediumDangerShotsFor: 22.0, highDangerShotsFor: 10.0, lowDangerxGoalsFor: 1.55, mediumDangerxGoalsFor: 2.7, highDangerxGoalsFor: 2.6, lowDangerGoalsFor: 2.0, mediumDangerGoalsFor: 3.0, highDangerGoalsFor: 4.0, scoreAdjustedShotsAttemptsFor: 110.0, unblockedShotAttemptsFor: 92.0, scoreAdjustedUnblockedShotAttemptsFor: 92.0, dZoneGiveawaysFor: 30.0, xGoalsFromxReboundsOfShotsFor: 0.71, xGoalsFromActualReboundsOfShotsFor: 0.27, reboundxGoalsFor: 0.27, totalShotCreditFor: 7.28, scoreAdjustedTotalShotCreditFor: 7.28, scoreFlurryAdjustedTotalShotCreditFor: 7.28, xOnGoalAgainst: 296.03, xGoalsAgainst: 37.04, xReboundsAgainst: 25.73, xFreezeAgainst: 59.62, xPlayStoppedAgainst: 9.71, xPlayContinuedInZoneAgainst: 184.61, xPlayContinuedOutsideZoneAgainst: 97.29, flurryAdjustedxGoalsAgainst: 34.24, scoreVenueAdjustedxGoalsAgainst: 37.04, flurryScoreVenueAdjustedxGoalsAgainst: 34.24, shotsOnGoalAgainst: 302.0, missedShotsAgainst: 112.0, blockedShotAttemptsAgainst: 132.0, shotAttemptsAgainst: 546.0, goalsAgainst: 42.0, reboundsAgainst: 28.0, reboundGoalsAgainst: 8.0, freezeAgainst: 62.0, playStoppedAgainst: 12.0, playContinuedInZoneAgainst: 146.0, playContinuedOutsideZoneAgainst: 124.0, savedShotsOnGoalAgainst: 260.0, savedUnblockedShotAttemptsAgainst: 372.0, penaltiesAgainst: 15.0, penalityMinutesAgainst: 30.0, faceOffsWonAgainst: 242.0, hitsAgainst: 26.0, takeawaysAgainst: 11.0, giveawaysAgainst: 86.0, lowDangerShotsAgainst: 290.0, mediumDangerShotsAgainst: 83.0, highDangerShotsAgainst: 41.0, lowDangerxGoalsAgainst: 7.47, mediumDangerxGoalsAgainst: 9.89, highDangerxGoalsAgainst: 19.68, lowDangerGoalsAgainst: 5.0, mediumDangerGoalsAgainst: 12.0, highDangerGoalsAgainst: 25.0, scoreAdjustedShotsAttemptsAgainst: 546.0, unblockedShotAttemptsAgainst: 414.0, scoreAdjustedUnblockedShotAttemptsAgainst: 414.0, dZoneGiveawaysAgainst: 8.0, xGoalsFromxReboundsOfShotsAgainst: 6.62, xGoalsFromActualReboundsOfShotsAgainst: 8.47, reboundxGoalsAgainst: 8.49, totalShotCreditAgainst: 35.18, scoreAdjustedTotalShotCreditAgainst: 35.18, scoreFlurryAdjustedTotalShotCreditAgainst: 33.6

team: NYR, season: 2016, name: NYR, team.1: NYR, position: Team Level, situation: 5on4, games_played: 82, xGoalsPercentage: 0.9, corsiPercentage: 0.89, fenwickPercentage: 0.88, iceTime: 22346.0, xOnGoalFor: 333.33, xGoalsFor: 40.65, xReboundsFor: 28.07, xFreezeFor: 71.78, xPlayStoppedFor: 11.78, xPlayContinuedInZoneFor: 210.03, xPlayContinuedOutsideZoneFor: 108.69, flurryAdjustedxGoalsFor: 38.65, scoreVenueAdjustedxGoalsFor: 40.65, flurryScoreVenueAdjustedxGoalsFor: 38.65, shotsOnGoalFor: 326.0, missedShotsFor: 145.0, blockedShotAttemptsFor: 145.0, shotAttemptsFor: 616.0, goalsFor: 45.0, reboundsFor: 36.0, reboundGoalsFor: 12.0, freezeFor: 74.0, playStoppedFor: 11.0, playContinuedInZoneFor: 165.0, playContinuedOutsideZoneFor: 140.0, savedShotsOnGoalFor: 281.0, savedUnblockedShotAttemptsFor: 426.0, penaltiesFor: 15.0, penalityMinutesFor: 31.0, faceOffsWonFor: 215.0, hitsFor: 25.0, takeawaysFor: 21.0, giveawaysFor: 93.0, lowDangerShotsFor: 349.0, mediumDangerShotsFor: 73.0, highDangerShotsFor: 49.0, lowDangerxGoalsFor: 8.98, mediumDangerxGoalsFor: 8.27, highDangerxGoalsFor: 23.39, lowDangerGoalsFor: 6.0, mediumDangerGoalsFor: 5.0, highDangerGoalsFor: 34.0, scoreAdjustedShotsAttemptsFor: 616.0, unblockedShotAttemptsFor: 471.0, scoreAdjustedUnblockedShotAttemptsFor: 471.0, dZoneGiveawaysFor: 3.0, xGoalsFromxReboundsOfShotsFor: 7.23, xGoalsFromActualReboundsOfShotsFor: 9.96, reboundxGoalsFor: 9.64, totalShotCreditFor: 38.24, scoreAdjustedTotalShotCreditFor: 38.24, scoreFlurryAdjustedTotalShotCreditFor: 37.1, xOnGoalAgainst: 44.2, xGoalsAgainst: 4.56, xReboundsAgainst: 2.13, xFreezeAgainst: 6.42, xPlayStoppedAgainst: 1.4, xPlayContinuedInZoneAgainst: 13.25, xPlayContinuedOutsideZoneAgainst: 34.23, flurryAdjustedxGoalsAgainst: 4.42, scoreVenueAdjustedxGoalsAgainst: 4.56, flurryScoreVenueAdjustedxGoalsAgainst: 4.42, shotsOnGoalAgainst: 52.0, missedShotsAgainst: 10.0, blockedShotAttemptsAgainst: 13.0, shotAttemptsAgainst: 75.0, goalsAgainst: 5.0, reboundsAgainst: 3.0, reboundGoalsAgainst: 1.0, freezeAgainst: 11.0, playStoppedAgainst: 3.0, playContinuedInZoneAgainst: 12.0, playContinuedOutsideZoneAgainst: 28.0, savedShotsOnGoalAgainst: 47.0, savedUnblockedShotAttemptsAgainst: 57.0, penaltiesAgainst: 7.0, penalityMinutesAgainst: 17.0, faceOffsWonAgainst: 207.0, hitsAgainst: 58.0, takeawaysAgainst: 49.0, giveawaysAgainst: 48.0, lowDangerShotsAgainst: 43.0, mediumDangerShotsAgainst: 14.0, highDangerShotsAgainst: 5.0, lowDangerxGoalsAgainst: 1.19, mediumDangerxGoalsAgainst: 1.86, highDangerxGoalsAgainst: 1.5, lowDangerGoalsAgainst: 2.0, mediumDangerGoalsAgainst: 2.0, highDangerGoalsAgainst: 1.0, scoreAdjustedShotsAttemptsAgainst: 75.0, unblockedShotAttemptsAgainst: 62.0, scoreAdjustedUnblockedShotAttemptsAgainst: 62.0, dZoneGiveawaysAgainst: 45.0, xGoalsFromxReboundsOfShotsAgainst: 0.48, xGoalsFromActualReboundsOfShotsAgainst: 0.91, reboundxGoalsAgainst: 1.02, totalShotCreditAgainst: 4.03, scoreAdjustedTotalShotCreditAgainst: 4.03, scoreFlurryAdjustedTotalShotCreditAgainst: 4.02

team: CGY, season: 2016, name: CGY, team.1: CGY, position: Team Level, situation: other, games_played: 82, xGoalsPercentage: 0.46, corsiPercentage: 0.45, fenwickPercentage: 0.45, iceTime: 12393.0, xOnGoalFor: 117.18, xGoalsFor: 21.45, xReboundsFor: 8.29, xFreezeFor: 19.86, xPlayStoppedFor: 3.55, xPlayContinuedInZoneFor: 63.45, xPlayContinuedOutsideZoneFor: 44.4, flurryAdjustedxGoalsFor: 20.76, scoreVenueAdjustedxGoalsFor: 21.45, flurryScoreVenueAdjustedxGoalsFor: 20.76, shotsOnGoalFor: 115.0, missedShotsFor: 46.0, blockedShotAttemptsFor: 54.0, shotAttemptsFor: 215.0, goalsFor: 26.0, reboundsFor: 3.0, reboundGoalsFor: 3.0, freezeFor: 24.0, playStoppedFor: 3.0, playContinuedInZoneFor: 59.0, playContinuedOutsideZoneFor: 46.0, savedShotsOnGoalFor: 89.0, savedUnblockedShotAttemptsFor: 135.0, penaltiesFor: 14.0, penalityMinutesFor: 26.0, faceOffsWonFor: 121.0, hitsFor: 22.0, takeawaysFor: 28.0, giveawaysFor: 21.0, lowDangerShotsFor: 91.0, mediumDangerShotsFor: 39.0, highDangerShotsFor: 31.0, lowDangerxGoalsFor: 3.48, mediumDangerxGoalsFor: 4.53, highDangerxGoalsFor: 13.45, lowDangerGoalsFor: 6.0, mediumDangerGoalsFor: 8.0, highDangerGoalsFor: 12.0, scoreAdjustedShotsAttemptsFor: 215.0, unblockedShotAttemptsFor: 161.0, scoreAdjustedUnblockedShotAttemptsFor: 161.0, dZoneGiveawaysFor: 12.0, xGoalsFromxReboundsOfShotsFor: 2.42, xGoalsFromActualReboundsOfShotsFor: 1.39, reboundxGoalsFor: 1.39, totalShotCreditFor: 22.49, scoreAdjustedTotalShotCreditFor: 22.49, scoreFlurryAdjustedTotalShotCreditFor: 21.84, xOnGoalAgainst: 139.17, xGoalsAgainst: 24.93, xReboundsAgainst: 10.42, xFreezeAgainst: 26.37, xPlayStoppedAgainst: 4.77, xPlayContinuedInZoneAgainst: 80.84, xPlayContinuedOutsideZoneAgainst: 48.67, flurryAdjustedxGoalsAgainst: 23.49, scoreVenueAdjustedxGoalsAgainst: 24.93, flurryScoreVenueAdjustedxGoalsAgainst: 23.49, shotsOnGoalAgainst: 136.0, missedShotsAgainst: 60.0, blockedShotAttemptsAgainst: 66.0, shotAttemptsAgainst: 262.0, goalsAgainst: 22.0, reboundsAgainst: 8.0, reboundGoalsAgainst: 4.0, freezeAgainst: 25.0, playStoppedAgainst: 9.0, playContinuedInZoneAgainst: 70.0, playContinuedOutsideZoneAgainst: 62.0, savedShotsOnGoalAgainst: 114.0, savedUnblockedShotAttemptsAgainst: 174.0, penaltiesAgainst: 6.0, penalityMinutesAgainst: 12.0, faceOffsWonAgainst: 127.0, hitsAgainst: 22.0, takeawaysAgainst: 27.0, giveawaysAgainst: 27.0, lowDangerShotsAgainst: 123.0, mediumDangerShotsAgainst: 43.0, highDangerShotsAgainst: 30.0, lowDangerxGoalsAgainst: 4.26, mediumDangerxGoalsAgainst: 5.5, highDangerxGoalsAgainst: 15.17, lowDangerGoalsAgainst: 3.0, mediumDangerGoalsAgainst: 6.0, highDangerGoalsAgainst: 13.0, scoreAdjustedShotsAttemptsAgainst: 262.0, unblockedShotAttemptsAgainst: 196.0, scoreAdjustedUnblockedShotAttemptsAgainst: 196.0, dZoneGiveawaysAgainst: 17.0, xGoalsFromxReboundsOfShotsAgainst: 2.98, xGoalsFromActualReboundsOfShotsAgainst: 2.98, reboundxGoalsAgainst: 2.98, totalShotCreditAgainst: 24.94, scoreAdjustedTotalShotCreditAgainst: 24.94, scoreFlurryAdjustedTotalShotCreditAgainst: 24.34
