team: MIN, season: 2008, name: MIN, position: Team Level, situation: other, games_played: 82, xGoalsPercentage: 0.48, corsiPercentage: 0.49, fenwickPercentage: 0.49, iceTime: 11901.0, xOnGoalFor: 143.97, xGoalsFor: 20.06, xReboundsFor: 10.29, xFreezeFor: 28.65, xPlayStoppedFor: 4.91, xPlayContinuedInZoneFor: 86.83, xPlayContinuedOutsideZoneFor: 54.71, flurryAdjustedxGoalsFor: 18.49, scoreVenueAdjustedxGoalsFor: 20.06, flurryScoreVenueAdjustedxGoalsFor: 18.49, shotsOnGoalFor: 154.0, missedShotsFor: 58.0, blockedShotAttemptsFor: 61.0, shotAttemptsFor: 273.0, goalsFor: 26.0, reboundsFor: 9.0, reboundGoalsFor: 1.0, freezeFor: 33.0, playStoppedFor: 2.0, playContinuedInZoneFor: 77.0, playContinuedOutsideZoneFor: 65.0, savedShotsOnGoalFor: 128.0, savedUnblockedShotAttemptsFor: 186.0, penaltiesFor: 8.0, penalityMinutesFor: 16.0, faceOffsWonFor: 139.0, hitsFor: 43.0, takeawaysFor: 19.0, giveawaysFor: 22.0, lowDangerShotsFor: 143.0, mediumDangerShotsFor: 53.0, highDangerShotsFor: 16.0, lowDangerxGoalsFor: 5.35, mediumDangerxGoalsFor: 6.5, highDangerxGoalsFor: 8.21, lowDangerGoalsFor: 6.0, mediumDangerGoalsFor: 8.0, highDangerGoalsFor: 12.0, scoreAdjustedShotsAttemptsFor: 273.0, unblockedShotAttemptsFor: 212.0, scoreAdjustedUnblockedShotAttemptsFor: 212.0, dZoneGiveawaysFor: 12.0, xGoalsFromxReboundsOfShotsFor: 2.95, xGoalsFromActualReboundsOfShotsFor: 1.16, reboundxGoalsFor: 1.16, totalShotCreditFor: 21.46, scoreAdjustedTotalShotCreditFor: 21.46, scoreFlurryAdjustedTotalShotCreditFor: 19.8, xOnGoalAgainst: 140.35, xGoalsAgainst: 21.66, xReboundsAgainst: 10.52, xFreezeAgainst: 27.1, xPlayStoppedAgainst: 4.72, xPlayContinuedInZoneAgainst: 81.06, xPlayContinuedOutsideZoneAgainst: 54.25, flurryAdjustedxGoalsAgainst: 20.69, scoreVenueAdjustedxGoalsAgainst: 21.66, flurryScoreVenueAdjustedxGoalsAgainst: 20.69, shotsOnGoalAgainst: 158.0, missedShotsAgainst: 60.0, blockedShotAttemptsAgainst: 67.0, shotAttemptsAgainst: 285.0, goalsAgainst: 28.0, reboundsAgainst: 11.0, reboundGoalsAgainst: 4.0, freezeAgainst: 30.0, playStoppedAgainst: 4.0, playContinuedInZoneAgainst: 85.0, playContinuedOutsideZoneAgainst: 60.0, savedShotsOnGoalAgainst: 130.0, savedUnblockedShotAttemptsAgainst: 190.0, penaltiesAgainst: 15.0, penalityMinutesAgainst: 34.0, faceOffsWonAgainst: 159.0, hitsAgainst: 39.0, takeawaysAgainst: 17.0, giveawaysAgainst: 26.0, lowDangerShotsAgainst: 149.0, mediumDangerShotsAgainst: 46.0, highDangerShotsAgainst: 23.0, lowDangerxGoalsAgainst: 5.47, mediumDangerxGoalsAgainst: 5.58, highDangerxGoalsAgainst: 10.61, lowDangerGoalsAgainst: 10.0, mediumDangerGoalsAgainst: 2.0, highDangerGoalsAgainst: 16.0, scoreAdjustedShotsAttemptsAgainst: 285.0, unblockedShotAttemptsAgainst: 218.0, scoreAdjustedUnblockedShotAttemptsAgainst: 218.0, dZoneGiveawaysAgainst: 7.0, xGoalsFromxReboundsOfShotsAgainst: 3.09, xGoalsFromActualReboundsOfShotsAgainst: 2.24, reboundxGoalsAgainst: 2.22, totalShotCreditAgainst: 21.35, scoreAdjustedTotalShotCreditAgainst: 21.35, scoreFlurryAdjustedTotalShotCreditAgainst: 20.46

team: MIN, season: 2008, name: MIN, position: Team Level, situation: all, games_played: 82, xGoalsPercentage: 0.48, corsiPercentage: 0.48, fenwickPercentage: 0.48, iceTime: 299195.0, xOnGoalFor: 2210.01, xGoalsFor: 188.02, xReboundsFor: 148.38, xFreezeFor: 496.23, xPlayStoppedFor: 72.1, xPlayContinuedInZoneFor: 1266.33, xPlayContinuedOutsideZoneFor: 955.62, flurryAdjustedxGoalsFor: 182.46, scoreVenueAdjustedxGoalsFor: 188.5, flurryScoreVenueAdjustedxGoalsFor: 182.94, shotsOnGoalFor: 2258.0, missedShotsFor: 907.0, blockedShotAttemptsFor: 982.0, shotAttemptsFor: 4147.0, goalsFor: 214.0, reboundsFor: 131.0, reboundGoalsFor: 25.0, freezeFor: 446.0, playStoppedFor: 42.0, playContinuedInZoneFor: 996.0, playContinuedOutsideZoneFor: 1336.0, savedShotsOnGoalFor: 2044.0, savedUnblockedShotAttemptsFor: 2951.0, penaltiesFor: 353.0, penalityMinutesFor: 847.0, faceOffsWonFor: 2223.0, hitsFor: 1468.0, takeawaysFor: 440.0, giveawaysFor: 630.0, lowDangerShotsFor: 2489.0, mediumDangerShotsFor: 529.0, highDangerShotsFor: 147.0, lowDangerxGoalsFor: 72.78, mediumDangerxGoalsFor: 62.15, highDangerxGoalsFor: 53.09, lowDangerGoalsFor: 74.0, mediumDangerGoalsFor: 76.0, highDangerGoalsFor: 64.0, scoreAdjustedShotsAttemptsFor: 4158.28, unblockedShotAttemptsFor: 3165.0, scoreAdjustedUnblockedShotAttemptsFor: 3172.77, dZoneGiveawaysFor: 307.0, xGoalsFromxReboundsOfShotsFor: 33.23, xGoalsFromActualReboundsOfShotsFor: 23.91, reboundxGoalsFor: 24.1, totalShotCreditFor: 194.59, scoreAdjustedTotalShotCreditFor: 195.04, scoreFlurryAdjustedTotalShotCreditFor: 190.9, xOnGoalAgainst: 2424.4, xGoalsAgainst: 202.35, xReboundsAgainst: 163.5, xFreezeAgainst: 557.44, xPlayStoppedAgainst: 78.38, xPlayContinuedInZoneAgainst: 1366.67, xPlayContinuedOutsideZoneAgainst: 1032.29, flurryAdjustedxGoalsAgainst: 195.74, scoreVenueAdjustedxGoalsAgainst: 201.98, flurryScoreVenueAdjustedxGoalsAgainst: 195.38, shotsOnGoalAgainst: 2518.0, missedShotsAgainst: 949.0, blockedShotAttemptsAgainst: 1033.0, shotAttemptsAgainst: 4500.0, goalsAgainst: 197.0, reboundsAgainst: 146.0, reboundGoalsAgainst: 29.0, freezeAgainst: 619.0, playStoppedAgainst: 60.0, playContinuedInZoneAgainst: 1112.0, playContinuedOutsideZoneAgainst: 1333.0, savedShotsOnGoalAgainst: 2321.0, savedUnblockedShotAttemptsAgainst: 3270.0, penaltiesAgainst: 394.0, penalityMinutesAgainst: 919.0, faceOffsWonAgainst: 2361.0, hitsAgainst: 1443.0, takeawaysAgainst: 443.0, giveawaysAgainst: 582.0, lowDangerShotsAgainst: 2724.0, mediumDangerShotsAgainst: 587.0, highDangerShotsAgainst: 156.0, lowDangerxGoalsAgainst: 81.42, mediumDangerxGoalsAgainst: 68.54, highDangerxGoalsAgainst: 52.39, lowDangerGoalsAgainst: 70.0, mediumDangerGoalsAgainst: 70.0, highDangerGoalsAgainst: 57.0, scoreAdjustedShotsAttemptsAgainst: 4490.31, unblockedShotAttemptsAgainst: 3467.0, scoreAdjustedUnblockedShotAttemptsAgainst: 3459.72, dZoneGiveawaysAgainst: 257.0, xGoalsFromxReboundsOfShotsAgainst: 36.3, xGoalsFromActualReboundsOfShotsAgainst: 27.99, reboundxGoalsAgainst: 29.58, totalShotCreditAgainst: 204.64, scoreAdjustedTotalShotCreditAgainst: 204.38, scoreFlurryAdjustedTotalShotCreditAgainst: 200.25

team: MIN, season: 2008, name: MIN, position: Team Level, situation: 5on5, games_played: 82, xGoalsPercentage: 0.46, corsiPercentage: 0.47, fenwickPercentage: 0.47, iceTime: 230258.0, xOnGoalFor: 1602.93, xGoalsFor: 115.06, xReboundsFor: 99.67, xFreezeFor: 378.61, xPlayStoppedFor: 52.0, xPlayContinuedInZoneFor: 906.46, xPlayContinuedOutsideZoneFor: 715.85, flurryAdjustedxGoalsFor: 112.73, scoreVenueAdjustedxGoalsFor: 115.53, flurryScoreVenueAdjustedxGoalsFor: 113.21, shotsOnGoalFor: 1630.0, missedShotsFor: 661.0, blockedShotAttemptsFor: 729.0, shotAttemptsFor: 3020.0, goalsFor: 122.0, reboundsFor: 84.0, reboundGoalsFor: 12.0, freezeFor: 344.0, playStoppedFor: 26.0, playContinuedInZoneFor: 702.0, playContinuedOutsideZoneFor: 1013.0, savedShotsOnGoalFor: 1508.0, savedUnblockedShotAttemptsFor: 2169.0, penaltiesFor: 303.0, penalityMinutesFor: 736.0, faceOffsWonFor: 1554.0, hitsFor: 1319.0, takeawaysFor: 351.0, giveawaysFor: 490.0, lowDangerShotsFor: 1873.0, mediumDangerShotsFor: 355.0, highDangerShotsFor: 63.0, lowDangerxGoalsFor: 55.44, mediumDangerxGoalsFor: 41.54, highDangerxGoalsFor: 18.07, lowDangerGoalsFor: 60.0, mediumDangerGoalsFor: 47.0, highDangerGoalsFor: 15.0, scoreAdjustedShotsAttemptsFor: 3031.28, unblockedShotAttemptsFor: 2291.0, scoreAdjustedUnblockedShotAttemptsFor: 2298.77, dZoneGiveawaysFor: 257.0, xGoalsFromxReboundsOfShotsFor: 20.39, xGoalsFromActualReboundsOfShotsFor: 15.72, reboundxGoalsFor: 15.88, totalShotCreditFor: 118.0, scoreAdjustedTotalShotCreditFor: 118.45, scoreFlurryAdjustedTotalShotCreditFor: 117.1, xOnGoalAgainst: 1813.85, xGoalsAgainst: 132.79, xReboundsAgainst: 113.02, xFreezeAgainst: 436.3, xPlayStoppedAgainst: 58.34, xPlayContinuedInZoneAgainst: 1009.24, xPlayContinuedOutsideZoneAgainst: 789.79, flurryAdjustedxGoalsAgainst: 129.67, scoreVenueAdjustedxGoalsAgainst: 132.41, flurryScoreVenueAdjustedxGoalsAgainst: 129.31, shotsOnGoalAgainst: 1867.0, missedShotsAgainst: 708.0, blockedShotAttemptsAgainst: 802.0, shotAttemptsAgainst: 3377.0, goalsAgainst: 136.0, reboundsAgainst: 96.0, reboundGoalsAgainst: 18.0, freezeAgainst: 462.0, playStoppedAgainst: 48.0, playContinuedInZoneAgainst: 796.0, playContinuedOutsideZoneAgainst: 1037.0, savedShotsOnGoalAgainst: 1731.0, savedUnblockedShotAttemptsAgainst: 2439.0, penaltiesAgainst: 326.0, penalityMinutesAgainst: 776.0, faceOffsWonAgainst: 1684.0, hitsAgainst: 1301.0, takeawaysAgainst: 345.0, giveawaysAgainst: 456.0, lowDangerShotsAgainst: 2079.0, mediumDangerShotsAgainst: 420.0, highDangerShotsAgainst: 76.0, lowDangerxGoalsAgainst: 62.83, mediumDangerxGoalsAgainst: 48.89, highDangerxGoalsAgainst: 21.06, lowDangerGoalsAgainst: 55.0, mediumDangerGoalsAgainst: 64.0, highDangerGoalsAgainst: 17.0, scoreAdjustedShotsAttemptsAgainst: 3367.31, unblockedShotAttemptsAgainst: 2575.0, scoreAdjustedUnblockedShotAttemptsAgainst: 2567.72, dZoneGiveawaysAgainst: 221.0, xGoalsFromxReboundsOfShotsAgainst: 23.18, xGoalsFromActualReboundsOfShotsAgainst: 17.52, reboundxGoalsAgainst: 18.56, totalShotCreditAgainst: 134.99, scoreAdjustedTotalShotCreditAgainst: 134.73, scoreFlurryAdjustedTotalShotCreditAgainst: 133.06

team: MIN, season: 2008, name: MIN, position: Team Level, situation: 4on5, games_played: 82, xGoalsPercentage: 0.13, corsiPercentage: 0.12, fenwickPercentage: 0.14, iceTime: 28293.0, xOnGoalFor: 65.18, xGoalsFor: 6.2, xReboundsFor: 2.96, xFreezeFor: 8.25, xPlayStoppedFor: 1.84, xPlayContinuedInZoneFor: 19.26, xPlayContinuedOutsideZoneFor: 50.6, flurryAdjustedxGoalsFor: 6.03, scoreVenueAdjustedxGoalsFor: 6.2, flurryScoreVenueAdjustedxGoalsFor: 6.03, shotsOnGoalFor: 67.0, missedShotsFor: 24.0, blockedShotAttemptsFor: 11.0, shotAttemptsFor: 102.0, goalsFor: 8.0, reboundsFor: 6.0, reboundGoalsFor: 2.0, freezeFor: 7.0, playStoppedFor: 0.0, playContinuedInZoneFor: 10.0, playContinuedOutsideZoneFor: 60.0, savedShotsOnGoalFor: 59.0, savedUnblockedShotAttemptsFor: 83.0, penaltiesFor: 21.0, penalityMinutesFor: 53.0, faceOffsWonFor: 242.0, hitsFor: 64.0, takeawaysFor: 56.0, giveawaysFor: 37.0, lowDangerShotsFor: 64.0, mediumDangerShotsFor: 18.0, highDangerShotsFor: 9.0, lowDangerxGoalsFor: 1.86, mediumDangerxGoalsFor: 2.09, highDangerxGoalsFor: 2.24, lowDangerGoalsFor: 2.0, mediumDangerGoalsFor: 2.0, highDangerGoalsFor: 4.0, scoreAdjustedShotsAttemptsFor: 102.0, unblockedShotAttemptsFor: 91.0, scoreAdjustedUnblockedShotAttemptsFor: 91.0, dZoneGiveawaysFor: 30.0, xGoalsFromxReboundsOfShotsFor: 0.68, xGoalsFromActualReboundsOfShotsFor: 1.12, reboundxGoalsFor: 1.12, totalShotCreditFor: 5.62, scoreAdjustedTotalShotCreditFor: 5.62, scoreFlurryAdjustedTotalShotCreditFor: 5.61, xOnGoalAgainst: 404.67, xGoalsAgainst: 41.63, xReboundsAgainst: 37.02, xFreezeAgainst: 85.07, xPlayStoppedAgainst: 13.41, xPlayContinuedInZoneAgainst: 256.88, xPlayContinuedOutsideZoneAgainst: 138.45, flurryAdjustedxGoalsAgainst: 39.2, scoreVenueAdjustedxGoalsAgainst: 41.63, flurryScoreVenueAdjustedxGoalsAgainst: 39.2, shotsOnGoalAgainst: 417.0, missedShotsAgainst: 162.0, blockedShotAttemptsAgainst: 156.0, shotAttemptsAgainst: 735.0, goalsAgainst: 27.0, reboundsAgainst: 33.0, reboundGoalsAgainst: 7.0, freezeAgainst: 113.0, playStoppedAgainst: 5.0, playContinuedInZoneAgainst: 216.0, playContinuedOutsideZoneAgainst: 185.0, savedShotsOnGoalAgainst: 390.0, savedUnblockedShotAttemptsAgainst: 552.0, penaltiesAgainst: 28.0, penalityMinutesAgainst: 59.0, faceOffsWonAgainst: 290.0, hitsAgainst: 34.0, takeawaysAgainst: 12.0, giveawaysAgainst: 71.0, lowDangerShotsAgainst: 425.0, mediumDangerShotsAgainst: 105.0, highDangerShotsAgainst: 49.0, lowDangerxGoalsAgainst: 11.07, mediumDangerxGoalsAgainst: 12.11, highDangerxGoalsAgainst: 18.45, lowDangerGoalsAgainst: 3.0, mediumDangerGoalsAgainst: 2.0, highDangerGoalsAgainst: 22.0, scoreAdjustedShotsAttemptsAgainst: 735.0, unblockedShotAttemptsAgainst: 579.0, scoreAdjustedUnblockedShotAttemptsAgainst: 579.0, dZoneGiveawaysAgainst: 1.0, xGoalsFromxReboundsOfShotsAgainst: 9.34, xGoalsFromActualReboundsOfShotsAgainst: 7.21, reboundxGoalsAgainst: 7.36, totalShotCreditAgainst: 43.14, scoreAdjustedTotalShotCreditAgainst: 43.14, scoreFlurryAdjustedTotalShotCreditAgainst: 41.59

team: MIN, season: 2008, name: MIN, position: Team Level, situation: 5on4, games_played: 82, xGoalsPercentage: 0.88, corsiPercentage: 0.88, fenwickPercentage: 0.86, iceTime: 28743.0, xOnGoalFor: 397.93, xGoalsFor: 46.71, xReboundsFor: 35.46, xFreezeFor: 80.72, xPlayStoppedFor: 13.34, xPlayContinuedInZoneFor: 253.78, xPlayContinuedOutsideZoneFor: 134.45, flurryAdjustedxGoalsFor: 45.21, scoreVenueAdjustedxGoalsFor: 46.71, flurryScoreVenueAdjustedxGoalsFor: 45.21, shotsOnGoalFor: 407.0, missedShotsFor: 164.0, blockedShotAttemptsFor: 181.0, shotAttemptsFor: 752.0, goalsFor: 58.0, reboundsFor: 32.0, reboundGoalsFor: 10.0, freezeFor: 62.0, playStoppedFor: 14.0, playContinuedInZoneFor: 207.0, playContinuedOutsideZoneFor: 198.0, savedShotsOnGoalFor: 349.0, savedUnblockedShotAttemptsFor: 513.0, penaltiesFor: 21.0, penalityMinutesFor: 42.0, faceOffsWonFor: 288.0, hitsFor: 42.0, takeawaysFor: 14.0, giveawaysFor: 81.0, lowDangerShotsFor: 409.0, mediumDangerShotsFor: 103.0, highDangerShotsFor: 59.0, lowDangerxGoalsFor: 10.13, mediumDangerxGoalsFor: 12.02, highDangerxGoalsFor: 24.55, lowDangerGoalsFor: 6.0, mediumDangerGoalsFor: 19.0, highDangerGoalsFor: 33.0, scoreAdjustedShotsAttemptsFor: 752.0, unblockedShotAttemptsFor: 571.0, scoreAdjustedUnblockedShotAttemptsFor: 571.0, dZoneGiveawaysFor: 8.0, xGoalsFromxReboundsOfShotsFor: 9.21, xGoalsFromActualReboundsOfShotsFor: 5.92, reboundxGoalsFor: 5.95, totalShotCreditFor: 49.51, scoreAdjustedTotalShotCreditFor: 49.51, scoreFlurryAdjustedTotalShotCreditFor: 48.39, xOnGoalAgainst: 65.53, xGoalsAgainst: 6.28, xReboundsAgainst: 2.93, xFreezeAgainst: 8.95, xPlayStoppedAgainst: 1.92, xPlayContinuedInZoneAgainst: 19.5, xPlayContinuedOutsideZoneAgainst: 49.8, flurryAdjustedxGoalsAgainst: 6.17, scoreVenueAdjustedxGoalsAgainst: 6.28, flurryScoreVenueAdjustedxGoalsAgainst: 6.17, shotsOnGoalAgainst: 76.0, missedShotsAgainst: 19.0, blockedShotAttemptsAgainst: 8.0, shotAttemptsAgainst: 103.0, goalsAgainst: 6.0, reboundsAgainst: 6.0, reboundGoalsAgainst: 0.0, freezeAgainst: 14.0, playStoppedAgainst: 3.0, playContinuedInZoneAgainst: 15.0, playContinuedOutsideZoneAgainst: 51.0, savedShotsOnGoalAgainst: 70.0, savedUnblockedShotAttemptsAgainst: 89.0, penaltiesAgainst: 25.0, penalityMinutesAgainst: 50.0, faceOffsWonAgainst: 228.0, hitsAgainst: 69.0, takeawaysAgainst: 69.0, giveawaysAgainst: 29.0, lowDangerShotsAgainst: 71.0, mediumDangerShotsAgainst: 16.0, highDangerShotsAgainst: 8.0, lowDangerxGoalsAgainst: 2.06, mediumDangerxGoalsAgainst: 1.95, highDangerxGoalsAgainst: 2.27, lowDangerGoalsAgainst: 2.0, mediumDangerGoalsAgainst: 2.0, highDangerGoalsAgainst: 2.0, scoreAdjustedShotsAttemptsAgainst: 103.0, unblockedShotAttemptsAgainst: 95.0, scoreAdjustedUnblockedShotAttemptsAgainst: 95.0, dZoneGiveawaysAgainst: 28.0, xGoalsFromxReboundsOfShotsAgainst: 0.69, xGoalsFromActualReboundsOfShotsAgainst: 1.02, reboundxGoalsAgainst: 1.43, totalShotCreditAgainst: 5.15, scoreAdjustedTotalShotCreditAgainst: 5.15, scoreFlurryAdjustedTotalShotCreditAgainst: 5.14

team: BOS, season: 2008, name: BOS, position: Team Level, situation: other, games_played: 81, xGoalsPercentage: 0.55, corsiPercentage: 0.47, fenwickPercentage: 0.48, iceTime: 11432.0, xOnGoalFor: 125.02, xGoalsFor: 26.42, xReboundsFor: 8.59, xFreezeFor: 22.82, xPlayStoppedFor: 4.1, xPlayContinuedInZoneFor: 66.77, xPlayContinuedOutsideZoneFor: 46.03, flurryAdjustedxGoalsFor: 25.09, scoreVenueAdjustedxGoalsFor: 26.42, flurryScoreVenueAdjustedxGoalsFor: 25.09, shotsOnGoalFor: 136.0, missedShotsFor: 49.0, blockedShotAttemptsFor: 51.0, shotAttemptsFor: 236.0, goalsFor: 29.0, reboundsFor: 5.0, reboundGoalsFor: 1.0, freezeFor: 25.0, playStoppedFor: 5.0, playContinuedInZoneFor: 70.0, playContinuedOutsideZoneFor: 51.0, savedShotsOnGoalFor: 107.0, savedUnblockedShotAttemptsFor: 156.0, penaltiesFor: 9.0, penalityMinutesFor: 18.0, faceOffsWonFor: 134.0, hitsFor: 43.0, takeawaysFor: 23.0, giveawaysFor: 18.0, lowDangerShotsFor: 111.0, mediumDangerShotsFor: 37.0, highDangerShotsFor: 37.0, lowDangerxGoalsFor: 3.76, mediumDangerxGoalsFor: 4.72, highDangerxGoalsFor: 17.94, lowDangerGoalsFor: 5.0, mediumDangerGoalsFor: 7.0, highDangerGoalsFor: 17.0, scoreAdjustedShotsAttemptsFor: 236.0, unblockedShotAttemptsFor: 185.0, scoreAdjustedUnblockedShotAttemptsFor: 185.0, dZoneGiveawaysFor: 7.0, xGoalsFromxReboundsOfShotsFor: 2.45, xGoalsFromActualReboundsOfShotsFor: 1.31, reboundxGoalsFor: 1.31, totalShotCreditFor: 26.85, scoreAdjustedTotalShotCreditFor: 26.85, scoreFlurryAdjustedTotalShotCreditFor: 25.79, xOnGoalAgainst: 136.76, xGoalsAgainst: 21.58, xReboundsAgainst: 10.06, xFreezeAgainst: 26.96, xPlayStoppedAgainst: 4.74, xPlayContinuedInZoneAgainst: 75.02, xPlayContinuedOutsideZoneAgainst: 52.3, flurryAdjustedxGoalsAgainst: 20.12, scoreVenueAdjustedxGoalsAgainst: 21.58, flurryScoreVenueAdjustedxGoalsAgainst: 20.12, shotsOnGoalAgainst: 149.0, missedShotsAgainst: 51.0, blockedShotAttemptsAgainst: 70.0, shotAttemptsAgainst: 270.0, goalsAgainst: 18.0, reboundsAgainst: 17.0, reboundGoalsAgainst: 6.0, freezeAgainst: 23.0, playStoppedAgainst: 2.0, playContinuedInZoneAgainst: 71.0, playContinuedOutsideZoneAgainst: 69.0, savedShotsOnGoalAgainst: 131.0, savedUnblockedShotAttemptsAgainst: 182.0, penaltiesAgainst: 12.0, penalityMinutesAgainst: 24.0, faceOffsWonAgainst: 143.0, hitsAgainst: 56.0, takeawaysAgainst: 30.0, giveawaysAgainst: 24.0, lowDangerShotsAgainst: 133.0, mediumDangerShotsAgainst: 38.0, highDangerShotsAgainst: 29.0, lowDangerxGoalsAgainst: 4.66, mediumDangerxGoalsAgainst: 4.84, highDangerxGoalsAgainst: 12.08, lowDangerGoalsAgainst: 7.0, mediumDangerGoalsAgainst: 1.0, highDangerGoalsAgainst: 10.0, scoreAdjustedShotsAttemptsAgainst: 270.0, unblockedShotAttemptsAgainst: 200.0, scoreAdjustedUnblockedShotAttemptsAgainst: 200.0, dZoneGiveawaysAgainst: 8.0, xGoalsFromxReboundsOfShotsAgainst: 2.98, xGoalsFromActualReboundsOfShotsAgainst: 4.77, reboundxGoalsAgainst: 4.77, totalShotCreditAgainst: 19.26, scoreAdjustedTotalShotCreditAgainst: 19.26, scoreFlurryAdjustedTotalShotCreditAgainst: 18.43
