lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847509884779648480023,2019,Thomas-Barbashev-Bozak,STL,line,5on5,11,2167.0,96.0,0.59,0.5,0.49,18.38,2.08,1.36,4.19,0.8,8.75,6.82,1.99,2.16,2.07,21.0,3.0,9.0,33.0,4.0,1.0,0.0,2.0,0.0,13.0,4.0,17.0,20.0,1.0,2.0,15.0,12.0,5.0,2.0,15.0,7.0,2.0,0.58,0.92,0.57,4.0,0.0,0.0,34.73,24.0,25.13,2.0,0.29,0.36,0.36,2.0,2.11,2.07,18.0,1.43,1.26,4.37,0.8,10.18,6.96,1.4,1.42,1.38,19.0,6.0,8.0,33.0,2.0,1.0,0.0,4.0,1.0,9.0,8.0,17.0,23.0,5.0,10.0,15.0,13.0,8.0,6.0,20.0,4.0,1.0,0.72,0.47,0.24,1.0,1.0,0.0,32.34,25.0,24.23,5.0,0.26,0.07,0.07,1.62,1.59,1.57
847516684773418477939,2019,Johnsson-Tavares-Nylander,TOR,line,5on5,8,669.0,87.0,0.45,0.42,0.42,5.5,0.63,0.4,1.26,0.19,3.28,2.23,0.62,0.56,0.55,6.0,2.0,2.0,10.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,8.0,0.0,0.0,6.0,4.0,2.0,4.0,5.0,1.0,2.0,0.11,0.08,0.44,0.0,0.0,0.0,8.87,8.0,7.15,1.0,0.08,0.23,0.23,0.48,0.43,0.42,7.37,0.77,0.53,1.63,0.26,4.36,3.46,0.75,0.83,0.81,8.0,3.0,3.0,14.0,1.0,1.0,1.0,2.0,1.0,0.0,6.0,7.0,10.0,0.0,0.0,6.0,6.0,3.0,2.0,9.0,1.0,1.0,0.42,0.14,0.21,0.0,0.0,1.0,15.15,11.0,11.84,2.0,0.11,0.21,0.21,0.67,0.72,0.71
84706018480172,2019,Coburn-Rutta,T.B,pairing,5on5,8,1224.0,52.0,0.33,0.54,0.43,6.16,0.49,0.36,1.36,0.2,3.56,3.03,0.48,0.5,0.5,7.0,2.0,6.0,15.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,10.0,4.0,4.0,0.0,7.0,2.0,0.0,0.29,0.2,0.0,0.0,1.0,0.0,15.36,9.0,9.12,0.0,0.07,0.0,0.0,0.56,0.58,0.57,8.61,0.98,0.54,1.93,0.28,4.93,3.35,0.58,0.94,0.56,9.0,3.0,1.0,13.0,3.0,0.0,1.0,2.0,0.0,2.0,5.0,6.0,9.0,1.0,2.0,9.0,9.0,2.0,4.0,9.0,2.0,1.0,0.22,0.22,0.54,1.0,1.0,1.0,12.84,12.0,11.96,2.0,0.11,0.0,0.54,0.55,0.54,0.52
84740568476923,2019,Subban-Severson,N.J,pairing,5on5,61,13453.0,418.0,0.55,0.54,0.53,104.15,8.9,6.66,23.63,3.36,57.45,44.0,8.22,8.85,8.19,109.0,35.0,49.0,193.0,5.0,6.0,1.0,24.0,7.0,44.0,58.0,104.0,139.0,16.0,35.0,115.0,65.0,37.0,35.0,111.0,24.0,9.0,3.36,2.86,2.68,2.0,2.0,1.0,192.33,144.0,143.96,16.0,1.37,1.04,1.54,8.73,8.72,8.57,93.98,7.31,5.84,20.93,2.99,52.4,40.54,7.17,7.41,7.27,97.0,33.0,36.0,166.0,11.0,5.0,0.0,29.0,5.0,36.0,44.0,86.0,119.0,12.0,24.0,100.0,69.0,37.0,26.0,98.0,27.0,5.0,2.99,3.15,1.17,5.0,5.0,1.0,167.07,130.0,130.23,17.0,1.19,0.63,0.63,7.87,7.95,7.89
847346384747098477527,2019,Johnston-Komarov-Martin,NYI,line,5on5,3,619.0,23.0,0.53,0.38,0.29,2.93,0.3,0.22,0.6,0.09,1.61,1.17,0.3,0.32,0.32,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,5.0,7.0,25.0,1.0,1.0,3.0,1.0,0.0,0.13,0.18,0.0,0.0,0.0,0.0,6.13,4.0,4.06,1.0,0.05,0.0,0.0,0.35,0.36,0.36,6.49,0.27,0.44,1.64,0.24,4.26,3.15,0.27,0.27,0.26,6.0,4.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,6.0,10.0,1.0,5.0,5.0,6.0,0.0,0.0,9.0,1.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,10.06,10.0,10.08,0.0,0.09,0.0,0.0,0.36,0.35,0.35
847688184780998478414,2019,Labanc-Hertl-Meier,S.J,line,5on5,11,1874.0,127.0,0.69,0.62,0.64,17.92,1.41,1.11,4.32,0.61,9.92,7.64,1.36,1.42,1.37,14.0,11.0,9.0,34.0,0.0,1.0,0.0,3.0,1.0,10.0,10.0,14.0,25.0,2.0,6.0,13.0,14.0,3.0,3.0,20.0,4.0,1.0,0.57,0.56,0.28,0.0,0.0,0.0,33.81,25.0,25.05,2.0,0.22,0.28,0.28,1.35,1.35,1.31,9.88,0.63,0.61,2.4,0.3,5.88,4.19,0.63,0.64,0.64,8.0,6.0,7.0,21.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,8.0,14.0,3.0,6.0,11.0,8.0,6.0,3.0,12.0,2.0,0.0,0.33,0.3,0.0,0.0,0.0,0.0,20.95,14.0,13.96,1.0,0.13,0.0,0.0,0.76,0.77,0.76
84757508477220,2019,Schmidt-Merrill,VGK,pairing,5on5,24,1385.0,170.0,0.73,0.54,0.56,11.55,1.06,0.78,2.9,0.37,5.56,4.34,1.0,1.03,0.98,15.0,0.0,6.0,21.0,1.0,2.0,0.0,4.0,0.0,4.0,4.0,14.0,14.0,0.0,0.0,2.0,5.0,8.0,2.0,10.0,4.0,1.0,0.25,0.47,0.34,0.0,1.0,0.0,20.09,15.0,14.34,0.0,0.16,0.35,0.35,0.87,0.86,0.85,7.83,0.39,0.52,2.29,0.29,4.97,3.54,0.37,0.38,0.37,10.0,2.0,6.0,18.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,10.0,12.0,0.0,0.0,7.0,8.0,9.0,3.0,11.0,1.0,0.0,0.3,0.09,0.0,0.0,0.0,0.0,18.56,12.0,12.36,2.0,0.11,0.0,0.0,0.49,0.49,0.48
847641084764688477500,2019,Leivo-Horvat-Miller,VAN,line,5on5,12,804.0,159.0,0.49,0.64,0.52,8.54,1.13,0.58,2.3,0.29,4.37,3.33,1.08,1.13,1.08,7.0,5.0,9.0,21.0,0.0,2.0,0.0,2.0,0.0,1.0,7.0,7.0,12.0,0.0,0.0,5.0,3.0,0.0,5.0,6.0,5.0,1.0,0.16,0.61,0.35,0.0,0.0,0.0,20.63,12.0,11.98,3.0,0.12,0.52,0.52,0.73,0.74,0.73,8.34,1.16,0.68,1.79,0.27,4.12,2.98,1.03,1.14,1.01,11.0,0.0,1.0,12.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,8.0,8.0,0.0,0.0,11.0,6.0,1.0,3.0,5.0,4.0,2.0,0.1,0.61,0.46,1.0,1.0,1.0,11.96,11.0,10.91,2.0,0.15,0.46,0.46,0.85,0.84,0.83
84748738477474,2019,Lashoff-Bowey,DET,pairing,5on5,9,2633.0,52.0,0.38,0.38,0.38,14.12,1.04,0.9,3.44,0.46,8.18,5.97,1.04,1.07,1.07,11.0,9.0,7.0,27.0,0.0,0.0,0.0,4.0,0.0,3.0,13.0,11.0,20.0,8.0,22.0,9.0,28.0,1.0,5.0,15.0,5.0,0.0,0.39,0.65,0.0,0.0,0.0,0.0,27.68,20.0,20.5,4.0,0.19,0.0,0.0,1.23,1.27,1.26,22.99,1.69,1.5,5.2,0.69,13.4,9.52,1.64,1.7,1.66,21.0,11.0,13.0,45.0,1.0,1.0,0.0,6.0,1.0,9.0,14.0,20.0,31.0,5.0,18.0,19.0,22.0,4.0,7.0,26.0,5.0,1.0,0.86,0.57,0.26,1.0,0.0,0.0,45.34,32.0,32.41,3.0,0.31,0.07,0.07,1.93,1.94,1.9
84793988480157,2019,Girard-Rosen,COL,pairing,5on5,6,940.0,48.0,0.38,0.55,0.52,7.68,0.4,0.4,1.84,0.25,4.45,3.67,0.39,0.38,0.38,9.0,2.0,7.0,18.0,1.0,0.0,0.0,2.0,1.0,1.0,6.0,8.0,10.0,0.0,0.0,9.0,5.0,2.0,3.0,10.0,1.0,0.0,0.31,0.09,0.0,1.0,0.0,0.0,18.06,11.0,10.9,3.0,0.08,0.0,0.0,0.48,0.46,0.46,7.34,0.66,0.51,1.69,0.22,3.97,2.95,0.66,0.68,0.68,7.0,3.0,5.0,15.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,7.0,10.0,0.0,0.0,6.0,7.0,5.0,1.0,7.0,3.0,0.0,0.28,0.37,0.0,0.0,0.0,0.0,15.31,10.0,10.32,1.0,0.1,0.08,0.08,0.68,0.71,0.71
847061984757928477963,2019,Hawryluk-Boyle-Connolly,FLA,line,5on5,2,984.0,8.0,0.74,0.5,0.6,8.6,0.88,0.63,2.17,0.34,4.54,3.44,0.84,0.88,0.85,11.0,1.0,2.0,14.0,3.0,0.0,0.0,1.0,0.0,5.0,3.0,8.0,9.0,0.0,0.0,9.0,7.0,2.0,1.0,9.0,2.0,1.0,0.32,0.31,0.25,2.0,1.0,0.0,13.51,12.0,12.06,1.0,0.13,0.0,0.0,1.01,1.02,0.99,5.49,0.31,0.35,1.19,0.18,3.5,2.47,0.31,0.31,0.3,6.0,2.0,6.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,6.0,8.0,0.0,0.0,7.0,8.0,3.0,4.0,8.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,13.86,8.0,7.89,4.0,0.07,0.0,0.0,0.38,0.38,0.37
847004784774798477943,2019,Bertuzzi-Filppula-Perlini,DET,line,5on5,4,1059.0,37.0,0.17,0.24,0.23,5.3,0.38,0.39,1.02,0.16,2.93,2.11,0.38,0.37,0.37,5.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,7.0,1.0,2.0,9.0,4.0,1.0,6.0,6.0,1.0,0.0,0.24,0.14,0.0,0.0,0.0,0.0,8.53,7.0,6.64,3.0,0.08,0.0,0.0,0.46,0.45,0.45,18.38,1.81,1.47,4.22,0.65,9.42,6.43,1.64,1.91,1.72,18.0,6.0,4.0,28.0,1.0,3.0,1.0,3.0,0.0,6.0,11.0,17.0,23.0,0.0,0.0,13.0,1.0,0.0,7.0,17.0,5.0,2.0,0.52,0.64,0.66,0.0,0.0,1.0,29.68,24.0,25.35,2.0,0.3,0.81,0.81,1.31,1.38,1.35
84757168475718,2019,Marincin-Holl,TOR,pairing,5on5,20,6068.0,113.0,0.52,0.53,0.53,55.53,4.14,3.53,13.3,1.77,31.41,22.91,4.08,4.23,4.17,60.0,18.0,24.0,102.0,7.0,4.0,0.0,11.0,1.0,32.0,23.0,53.0,71.0,6.0,12.0,53.0,22.0,15.0,20.0,60.0,16.0,2.0,1.55,2.15,0.45,2.0,4.0,1.0,104.23,78.0,79.27,14.0,0.73,0.58,0.58,4.22,4.34,4.3,49.45,3.8,3.4,11.48,1.57,27.69,21.05,3.73,3.82,3.75,55.0,14.0,22.0,91.0,2.0,3.0,0.0,10.0,1.0,22.0,31.0,53.0,67.0,7.0,16.0,46.0,58.0,8.0,19.0,55.0,11.0,3.0,1.71,1.33,0.76,2.0,0.0,0.0,90.46,69.0,69.17,15.0,0.7,0.69,0.69,3.82,3.81,3.76
847793984784838479318,2019,Marner-Matthews-Nylander,TOR,line,5on5,21,2318.0,194.0,0.63,0.61,0.66,26.09,1.79,1.65,6.11,0.84,15.62,10.99,1.77,1.75,1.73,16.0,21.0,9.0,46.0,0.0,1.0,0.0,3.0,4.0,11.0,18.0,16.0,37.0,0.0,0.0,17.0,3.0,5.0,7.0,29.0,8.0,0.0,0.88,0.91,0.0,0.0,0.0,0.0,44.54,37.0,35.91,1.0,0.34,0.12,0.12,2.0,1.96,1.94,13.77,1.04,0.99,2.85,0.41,7.92,5.8,1.03,1.07,1.06,15.0,4.0,10.0,29.0,1.0,0.0,0.0,4.0,0.0,6.0,8.0,14.0,18.0,3.0,6.0,11.0,16.0,11.0,7.0,14.0,5.0,0.0,0.52,0.51,0.0,0.0,1.0,0.0,30.04,19.0,19.81,6.0,0.2,0.0,0.0,1.24,1.29,1.27
84764628476958,2019,Slavin-Hamilton,CAR,pairing,5on5,47,41853.0,68.0,0.56,0.58,0.58,420.3,31.07,26.16,101.6,14.13,236.44,178.59,30.19,31.04,30.17,414.0,174.0,171.0,759.0,29.0,30.0,5.0,94.0,25.0,199.0,211.0,385.0,559.0,36.0,72.0,412.0,211.0,144.0,127.0,467.0,103.0,18.0,13.91,12.2,4.96,9.0,14.0,6.0,762.6,588.0,589.67,58.0,5.38,4.62,4.62,31.83,31.89,31.31,309.05,24.18,19.24,72.9,9.81,164.62,129.24,23.73,24.2,23.75,298.0,122.0,119.0,539.0,20.0,15.0,1.0,67.0,12.0,117.0,189.0,278.0,400.0,34.0,68.0,393.0,235.0,82.0,137.0,320.0,82.0,18.0,8.94,10.34,4.9,5.0,14.0,1.0,533.6,420.0,416.41,76.0,3.98,3.43,3.43,24.73,24.76,24.47
